Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,31,17,38,0.07931237843424352,5.925507246376812,299,2,2,2,0.0020012368195386986,4.7614938684503905,299,2,2,2,0.0020012368195386986,4.7614938684503905,299
2,121,37,213,0.11106037693851847,5.740557413600892,299,2,2,2,0.012378607568656193,4.853288740245262,299,2,2,2,0.012378607568656193,4.853288740245262,299
3,78,40,96,0.10126702582264653,5.758907469342252,299,2,2,2,0.006731643393878753,3.6194202898550722,299,2,2,2,0.006731643393878753,3.6194202898550722,299
4,111,26,247,0.0033777031236157913,5.864347826086957,299,2,2,2,0.050457805629046955,4.557814938684504,299,2,2,2,0.050457805629046955,4.557814938684504,299
5,81,74,215,0.0819655308844683,5.711571906354515,299,2,2,2,0.10601350823624016,3.933890746934225,299,2,2,2,0.10601350823624016,3.933890746934225,299
6,44,9,56,0.18033320642003792,5.820624303232999,299,2,2,2,0.005012621652310028,3.8992642140468226,299,2,2,2,0.005012621652310028,3.8992642140468226,299
7,71,6,83,0.255255530367982,5.32644370122631,299,2,2,2,0.07676712599750722,3.5783277591973244,299,2,2,2,0.07676712599750722,3.5783277591973244,299
8,203,60,248,0.18555812328336485,5.9851282051282055,299,2,2,2,0.46337755703690486,5.757458193979933,299,2,2,2,0.46337755703690486,5.757458193979933,299
9,148,11,212,0.0936046252705008,5.918706800445931,299,2,2,2,0.09248277402350034,3.7517279821627647,299,2,2,2,0.09248277402350034,3.7517279821627647,299
10,206,8,260,0.17200564381578176,4.721806020066889,299,2,2,2,0.013807504056964383,3.527068004459309,299,2,2,2,0.013807504056964383,3.527068004459309,299
11,75,31,85,0.10544369909780744,6.5361872909699,299,2,2,2,0.011584946989474584,4.334671125975474,299,2,2,2,0.011584946989474584,4.334671125975474,299
12,107,33,217,0.13128617853137267,5.352263099219621,299,2,2,2,0.00060242661274542,4.9112597547380155,299,2,2,2,0.00060242661274542,4.9112597547380155,299
13,183,35,235,0.12474609793868413,5.624816053511705,299,2,2,2,0.09223740700400186,3.4616499442586397,299,2,2,2,0.09223740700400186,3.4616499442586397,299
14,176,29,220,0.20614284542489636,5.895406911928651,299,2,2,2,0.0003063082693221148,4.760044593088072,299,2,2,2,0.0003063082693221148,4.760044593088072,299
15,167,21,240,0.061874911485203445,5.486711259754738,299,2,2,2,2.974452070804788e-05,3.5071794871794872,299,2,2,2,2.974452070804788e-05,3.5071794871794872,299
16,27,71,149,0.045090885180168044,5.809966555183946,299,2,2,2,0.015620030591255461,4.545953177257525,299,2,2,2,0.015620030591255461,4.545953177257525,299
17,144,33,198,0.0025246162261069174,5.714425863991082,299,2,2,2,0.05989844149758409,3.1828985507246377,299,2,2,2,0.05989844149758409,3.1828985507246377,299
18,53,38,186,0.1008560456845764,5.726243032329989,299,2,2,2,2.0945966432889312e-11,4.8476477146042365,299,2,2,2,2.0945966432889312e-11,4.8476477146042365,299
19,168,47,215,0.03693694774549659,6.044325529542921,299,2,2,2,0.06627455914625043,4.203433667781494,299,2,2,2,0.06627455914625043,4.203433667781494,299
20,198,14,237,0.009012823674503652,5.416967670011148,299,2,2,2,5.36651425349643e-06,3.779041248606466,299,2,2,2,5.36651425349643e-06,3.779041248606466,299
21,23,23,82,0.1721437726505739,5.996365663322185,299,2,2,2,0.0001381239149136513,4.097814938684504,299,2,2,2,0.0001381239149136513,4.097814938684504,299
22,58,28,67,0.16179237374423328,6.19139353400223,299,2,2,2,0.06727652611403992,4.783366778149387,299,2,2,2,0.06727652611403992,4.783366778149387,299
23,38,36,192,0.15521336365338528,5.897369007803791,299,2,2,2,0.03314481951013525,4.8185507246376815,299,2,2,2,0.03314481951013525,4.8185507246376815,299
24,52,14,61,0.19350446083072026,5.406243032329989,299,2,2,2,0.0141990210282867,4.075585284280937,299,2,2,2,0.0141990210282867,4.075585284280937,299
25,145,11,228,0.2188165965645329,5.769476031215162,299,2,2,2,0.8102411177516387,5.734403567447045,299,2,2,2,0.8102411177516387,5.734403567447045,299
26,86,35,227,0.3523884249828385,5.823589743589744,299,2,2,2,0.0016751205239101778,3.2296321070234115,299,2,2,2,0.0016751205239101778,3.2296321070234115,299
27,94,19,166,0.006273179123515847,6.034202898550725,299,2,2,2,0.006642687545146533,4.366309921962096,299,2,2,2,0.006642687545146533,4.366309921962096,299
28,21,54,203,0.07425705652634519,5.225039018952063,299,2,2,2,0.07097576100548719,3.5358082497212933,299,2,2,2,0.07097576100548719,3.5358082497212933,299
29,175,77,227,0.1126949754011122,5.044526198439242,299,2,2,2,0.007104778622346882,3.434804905239688,299,2,2,2,0.007104778622346882,3.434804905239688,299
30,166,75,236,0.05366575135173719,5.006153846153846,299,2,2,2,3.697788661777726e-12,4.401872909698997,299,2,2,2,3.697788661777726e-12,4.401872909698997,299
31,165,61,221,0.11013186567986182,4.734113712374582,299,2,2,2,0.002324828042413966,3.5175696767001114,299,2,2,2,0.002324828042413966,3.5175696767001114,299
32,178,45,239,0.14470071044484203,5.562051282051282,299,2,2,2,0.11410152176184025,4.010055741360089,299,2,2,2,0.11410152176184025,4.010055741360089,299
33,154,15,209,0.013813055726832193,5.0369676700111485,299,2,2,2,3.3704556730804565e-14,3.2574804905239687,299,2,2,2,3.3704556730804565e-14,3.2574804905239687,299
34,132,11,173,0.38899911708237955,5.947558528428094,299,2,2,2,0.04713037554384191,3.92711259754738,299,2,2,2,0.04713037554384191,3.92711259754738,299
35,34,16,75,0.05687190045479178,6.792954292084727,299,2,2,2,0.009694325702892904,4.8651727982162765,299,2,2,2,0.009694325702892904,4.8651727982162765,299
36,145,10,197,0.07244945476523276,5.29340022296544,299,2,2,2,0.02895442511967471,4.121248606465998,299,2,2,2,0.02895442511967471,4.121248606465998,299
37,93,10,118,0.4187321484698301,5.67257525083612,299,2,2,2,0.04591089348800099,4.678283166109253,299,2,2,2,0.04591089348800099,4.678283166109253,299
38,117,56,151,0.029829828809561497,5.695005574136009,299,2,2,2,0.022654225652732,3.982541806020067,299,2,2,2,0.022654225652732,3.982541806020067,299
39,172,43,238,0.39821765939322196,6.228004459308807,299,2,2,2,0.0002029642712456813,5.938127090301004,299,2,2,2,0.0002029642712456813,5.938127090301004,299
40,192,85,228,0.10923168298892778,5.27901895206243,299,2,2,2,0.07296411321215593,3.653288740245262,299,2,2,2,0.07296411321215593,3.653288740245262,299
41,134,37,196,0.0986554635765809,5.48989966555184,299,2,2,2,0.0010255276831569132,3.526176142697882,299,2,2,2,0.0010255276831569132,3.526176142697882,299
42,71,9,98,0.21310340189195254,5.670657748049052,299,2,2,2,0.08955895097164754,3.6030546265328875,299,2,2,2,0.08955895097164754,3.6030546265328875,299
43,130,31,177,0.05712049727965628,5.2901226309921965,299,2,2,2,0.00040310409243980526,5.321003344481605,299,2,2,2,0.00040310409243980526,5.321003344481605,299
44,163,55,197,0.13013846935293302,6.263099219620959,299,2,2,2,0.0015858025497176881,4.667647714604237,299,2,2,2,0.0015858025497176881,4.667647714604237,299
45,65,37,235,0.002994100849694382,5.82180602006689,299,2,2,2,0.007944410229015507,3.3434336677814938,299,2,2,2,0.007944410229015507,3.3434336677814938,299
46,138,41,176,0.6399211574387471,6.335250836120402,299,2,2,2,0.016198230848208674,5.699732441471572,299,2,2,2,0.016198230848208674,5.699732441471572,299
47,67,43,229,0.06205337496888233,5.327045707915273,299,2,2,2,0.07254171490424907,3.4966109253065776,299,2,2,2,0.07254171490424907,3.4966109253065776,299
48,107,72,197,0.2662721152325376,6.520802675585284,299,2,2,2,0.0033906999484904932,5.9285172798216275,299,2,2,2,0.0033906999484904932,5.9285172798216275,299
49,65,69,165,0.28682014814364953,5.814648829431438,299,2,2,2,0.07088409535800655,3.843946488294314,299,2,2,2,0.07088409535800655,3.843946488294314,299
50,170,21,217,0.08330319940036783,5.1288963210702345,299,2,2,2,0.0021219735232337047,3.460133779264214,299,2,2,2,0.0021219735232337047,3.460133779264214,299
51,189,54,239,0.19175397147076612,5.7154069119286515,299,2,2,2,4.6317438778331415e-05,3.2348717948717947,299,2,2,2,4.6317438778331415e-05,3.2348717948717947,299
52,103,10,178,0.3555795333739128,5.506176142697882,299,2,2,2,0.038408677969212886,4.210345596432553,299,2,2,2,0.038408677969212886,4.210345596432553,299
53,24,77,241,0.06612946434652679,5.169453734671126,299,2,2,2,0.003466778442199288,3.837993311036789,299,2,2,2,0.003466778442199288,3.837993311036789,299
54,31,29,91,0.056909679227877256,5.074247491638796,299,2,2,2,0.005993439412212372,3.2533110367892975,299,2,2,2,0.005993439412212372,3.2533110367892975,299
55,48,60,236,0.14780955429520162,5.05752508361204,299,2,2,2,0.0753947283577741,3.2995094760312154,299,2,2,2,0.0753947283577741,3.2995094760312154,299
56,201,31,240,0.07487420890403716,5.378216276477146,299,2,2,2,0.007859216840755785,5.460423634336678,299,2,2,2,0.007859216840755785,5.460423634336678,299
57,34,13,42,0.11651091044705225,5.932931995540692,299,2,2,2,0.019089810471457882,3.794113712374582,299,2,2,2,0.019089810471457882,3.794113712374582,299
58,110,13,169,0.532617531728279,5.936633221850613,299,2,2,2,0.06342291814718105,4.246889632107023,299,2,2,2,0.06342291814718105,4.246889632107023,299
59,112,66,204,0.25940832098680644,6.072107023411371,299,2,2,2,0.05708268422082121,3.899643255295429,299,2,2,2,0.05708268422082121,3.899643255295429,299
60,112,9,204,0.20211844392547051,5.941872909698997,299,2,2,2,0.01277134582713519,4.516655518394649,299,2,2,2,0.01277134582713519,4.516655518394649,299
61,164,24,230,0.22909159349117758,5.326622073578595,299,2,2,2,0.08887910972980059,3.3490523968784838,299,2,2,2,0.08887910972980059,3.3490523968784838,299
62,59,59,201,0.20173462863153957,5.994247491638796,299,2,2,2,0.08091961215715907,3.2082497212931997,299,2,2,2,0.08091961215715907,3.2082497212931997,299
63,85,35,224,0.13136117279132203,5.518037904124861,299,2,2,2,0.08259246190214678,4.587157190635452,299,2,2,2,0.08259246190214678,4.587157190635452,299
64,41,27,162,0.0063428936109778036,5.489208472686734,299,2,2,2,0.10318375247603136,3.7285841694537347,299,2,2,2,0.10318375247603136,3.7285841694537347,299
65,193,14,235,0.2872080231030043,5.4396432552954295,299,2,2,2,0.006345465961968703,3.451594202898551,299,2,2,2,0.006345465961968703,3.451594202898551,299
66,34,48,168,0.02816546292748803,5.7215384615384615,299,2,2,2,0.07726449361856937,4.359375696767001,299,2,2,2,0.07726449361856937,4.359375696767001,299
67,88,42,226,0.2125026282908904,5.924838350055741,299,2,2,2,0.025673013215747335,3.7610479375696766,299,2,2,2,0.025673013215747335,3.7610479375696766,299
68,47,37,151,0.07225196500155302,7.276967670011148,299,2,2,2,0.009848672722517366,4.434425863991081,299,2,2,2,0.009848672722517366,4.434425863991081,299
69,145,12,233,0.08531648098086178,5.155629877369008,299,2,2,2,0.07149709309338423,4.257792642140468,299,2,2,2,0.07149709309338423,4.257792642140468,299
70,76,25,95,0.04629308312842597,5.795562987736901,299,2,2,2,0.027873113034452935,3.707892976588629,299,2,2,2,0.027873113034452935,3.707892976588629,299
