Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,31,6,35,0.07931237843424352,5.925507246376812,299,2,2,2,0.007229482506229878,5.602764771460424,299,2,2,2,0.007229482506229878,5.602764771460424,299
2,121,13,174,0.11106037693851847,5.740557413600892,299,2,2,2,0.11849480869139413,4.427335562987737,299,2,2,2,0.11849480869139413,4.427335562987737,299
3,78,7,83,0.10126702582264653,5.758907469342252,299,2,2,2,0.10098959122311725,4.247536231884058,299,2,2,2,0.10098959122311725,4.247536231884058,299
4,111,4,126,0.0033777031236157913,5.864347826086957,299,2,2,2,0.009118590025317683,4.791438127090301,299,2,2,2,0.009118590025317683,4.791438127090301,299
5,81,30,182,0.0819655308844683,5.711571906354515,299,2,2,2,0.12603953654563674,4.3194648829431435,299,2,2,2,0.12603953654563674,4.3194648829431435,299
6,44,4,53,0.18033320642003792,5.820624303232999,299,2,2,2,0.01408064454856883,4.124548494983277,299,2,2,2,0.01408064454856883,4.124548494983277,299
7,71,4,74,0.255255530367982,5.32644370122631,299,2,2,2,0.06254831208862772,4.85850613154961,299,2,2,2,0.06254831208862772,4.85850613154961,299
8,203,16,215,0.18555812328336485,5.9851282051282055,299,2,2,2,0.016693125075529926,4.394760312151616,299,2,2,2,0.016693125075529926,4.394760312151616,299
9,148,4,190,0.0936046252705008,5.918706800445931,299,2,2,2,0.04868693137680294,3.951527313266444,299,2,2,2,0.04868693137680294,3.951527313266444,299
10,206,3,239,0.17200564381578176,4.721806020066889,299,2,2,2,0.0024302064626350243,4.616276477146043,299,2,2,2,0.0024302064626350243,4.616276477146043,299
11,75,6,79,0.10544369909780744,6.5361872909699,299,2,2,2,0.002233642871108457,4.61886287625418,299,2,2,2,0.002233642871108457,4.61886287625418,299
12,107,6,120,0.13128617853137267,5.352263099219621,299,2,2,2,0.03928430776196327,4.448963210702341,299,2,2,2,0.03928430776196327,4.448963210702341,299
13,183,9,211,0.12474609793868413,5.624816053511705,299,2,2,2,0.13066592440659675,3.6669565217391304,299,2,2,2,0.13066592440659675,3.6669565217391304,299
14,176,8,193,0.20614284542489636,5.895406911928651,299,2,2,2,0.3429834904260859,4.810301003344482,299,2,2,2,0.3429834904260859,4.810301003344482,299
15,167,7,183,0.061874911485203445,5.486711259754738,299,2,2,2,0.04985226551443406,5.0088071348940915,299,2,2,2,0.04985226551443406,5.0088071348940915,299
16,27,26,113,0.045090885180168044,5.809966555183946,299,2,2,2,0.033364525591176274,5.1239910813823855,299,2,2,2,0.033364525591176274,5.1239910813823855,299
17,144,17,177,0.0025246162261069174,5.714425863991082,299,2,2,2,0.09670917032182183,3.4754292084726868,299,2,2,2,0.09670917032182183,3.4754292084726868,299
18,53,4,74,0.1008560456845764,5.726243032329989,299,2,2,2,0.004579467086768713,5.141962095875139,299,2,2,2,0.004579467086768713,5.141962095875139,299
19,168,7,186,0.03693694774549659,6.044325529542921,299,2,2,2,0.09318879234266889,4.941226309921962,299,2,2,2,0.09318879234266889,4.941226309921962,299
20,198,5,217,0.009012823674503652,5.416967670011148,299,2,2,2,0.002494293585178437,5.2387290969899665,299,2,2,2,0.002494293585178437,5.2387290969899665,299
21,23,4,25,0.1721437726505739,5.996365663322185,299,2,2,2,0.0004220189807620104,4.8590189520624305,299,2,2,2,0.0004220189807620104,4.8590189520624305,299
22,58,12,64,0.16179237374423328,6.19139353400223,299,2,2,2,0.129163546576491,4.8643701226309926,299,2,2,2,0.129163546576491,4.8643701226309926,299
23,38,21,171,0.15521336365338528,5.897369007803791,299,2,2,2,0.0007120832853789164,5.0372575250836125,299,2,2,2,0.0007120832853789164,5.0372575250836125,299
24,52,5,58,0.19350446083072026,5.406243032329989,299,2,2,2,0.0311034607486821,4.318840579710145,299,2,2,2,0.0311034607486821,4.318840579710145,299
25,145,3,195,0.2188165965645329,5.769476031215162,299,2,2,2,0.03758096763534232,4.852040133779264,299,2,2,2,0.03758096763534232,4.852040133779264,299
26,86,11,199,0.3523884249828385,5.823589743589744,299,2,2,2,0.03214967095811291,3.738060200668896,299,2,2,2,0.03214967095811291,3.738060200668896,299
27,94,12,139,0.006273179123515847,6.034202898550725,299,2,2,2,0.011921286207740456,4.454804905239688,299,2,2,2,0.011921286207740456,4.454804905239688,299
28,21,17,172,0.07425705652634519,5.225039018952063,299,2,2,2,0.018642946731195535,4.65041248606466,299,2,2,2,0.018642946731195535,4.65041248606466,299
29,175,18,186,0.1126949754011122,5.044526198439242,299,2,2,2,0.06355978161809613,3.9439464882943143,299,2,2,2,0.06355978161809613,3.9439464882943143,299
