Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,7,6,12,0.07931237843424352,5.925507246376812,299,3,3,3,0.23503985894705748,5.752107023411371,299,3,3,3,0.23503985894705748,5.752107023411371,299
2,71,13,114,0.11106037693851847,5.740557413600892,299,3,2,3,0.13872254598141992,5.1871348940914155,299,3,2,3,0.13872254598141992,5.1871348940914155,299
3,15,7,19,0.10126702582264653,5.758907469342252,299,3,3,3,0.24972070535177238,5.747736900780379,299,3,3,3,0.24972070535177238,5.747736900780379,299
4,39,4,64,0.0033777031236157913,5.864347826086957,299,3,3,3,0.035861113020193715,5.396365663322185,299,3,3,3,0.035861113020193715,5.396365663322185,299
5,31,30,107,0.0819655308844683,5.711571906354515,299,3,2,3,0.19774627010724366,5.054269788182832,299,3,2,3,0.19774627010724366,5.054269788182832,299
6,14,4,18,0.18033320642003792,5.820624303232999,299,3,3,3,0.028968549708770622,5.486510590858417,299,3,3,3,0.028968549708770622,5.486510590858417,299
7,39,4,44,0.255255530367982,5.32644370122631,299,3,3,3,0.26898708247214675,5.312619843924192,299,3,3,3,0.26898708247214675,5.312619843924192,299
8,21,16,100,0.18555812328336485,5.9851282051282055,299,3,3,3,0.25103977906802544,5.588338907469343,299,3,3,3,0.25103977906802544,5.588338907469343,299
9,71,4,93,0.0936046252705008,5.918706800445931,299,3,2,3,0.17744375332586448,4.8365886287625415,299,3,2,3,0.17744375332586448,4.8365886287625415,299
10,63,3,119,0.17200564381578176,4.721806020066889,299,3,3,3,0.09716892608420652,4.42974358974359,299,3,3,3,0.09716892608420652,4.42974358974359,299
11,33,6,46,0.10544369909780744,6.5361872909699,299,3,3,3,0.03772694588311358,6.292129319955407,299,3,3,3,0.03772694588311358,6.292129319955407,299
12,10,6,13,0.13128617853137267,5.352263099219621,299,3,2,3,0.09955998117384281,5.3520624303233,299,3,2,3,0.09955998117384281,5.3520624303233,299
13,20,9,113,0.12474609793868413,5.624816053511705,299,3,3,3,0.174406726647372,4.705328874024526,299,3,3,3,0.174406726647372,4.705328874024526,299
14,24,8,85,0.20614284542489636,5.895406911928651,299,3,2,3,0.24280927866727198,5.157435897435898,299,3,2,3,0.24280927866727198,5.157435897435898,299
15,20,7,27,0.061874911485203445,5.486711259754738,299,3,2,3,0.2541258169663473,4.825641025641025,299,3,2,3,0.2541258169663473,4.825641025641025,299
16,6,26,59,0.045090885180168044,5.809966555183946,299,3,3,3,0.03632383972954006,6.029498327759197,299,3,3,3,0.03632383972954006,6.029498327759197,299
17,80,17,108,0.0025246162261069174,5.714425863991082,299,3,3,3,0.11352898699982787,4.998439241917503,299,3,3,3,0.11352898699982787,4.998439241917503,299
18,18,4,23,0.1008560456845764,5.726243032329989,299,3,2,3,0.0911775000910232,5.464325529542921,299,3,2,3,0.0911775000910232,5.464325529542921,299
19,52,7,77,0.03693694774549659,6.044325529542921,299,3,3,3,0.2607233761637612,7.3078929765886285,299,3,3,3,0.2607233761637612,7.3078929765886285,299
20,40,5,46,0.009012823674503652,5.416967670011148,299,3,3,3,0.1793895822212952,4.6574581939799335,299,3,3,3,0.1793895822212952,4.6574581939799335,299
21,16,4,18,0.1721437726505739,5.996365663322185,299,3,3,3,0.01910727199363421,5.596633221850613,299,3,3,3,0.01910727199363421,5.596633221850613,299
22,28,12,41,0.16179237374423328,6.19139353400223,299,3,3,3,0.2684199525531705,5.758439241917503,299,3,3,3,0.2684199525531705,5.758439241917503,299
23,10,21,91,0.15521336365338528,5.897369007803791,299,3,3,3,0.1003037109859229,6.199620958751393,299,3,3,3,0.1003037109859229,6.199620958751393,299
24,11,5,18,0.19350446083072026,5.406243032329989,299,3,3,3,0.16794850846330756,5.357926421404683,299,3,3,3,0.16794850846330756,5.357926421404683,299
25,57,3,72,0.2188165965645329,5.769476031215162,299,3,3,3,0.17690053385091464,5.67453734671126,299,3,3,3,0.17690053385091464,5.67453734671126,299
26,32,11,114,0.3523884249828385,5.823589743589744,299,3,3,3,0.07437384023950792,4.818327759197325,299,3,3,3,0.07437384023950792,4.818327759197325,299
