Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,7,50,98,0.07931237843424352,5.925507246376812,299,3,3,3,0.0393450704964529,4.732463768115942,299,3,3,3,0.0393450704964529,4.732463768115942,299
2,71,112,228,0.11106037693851847,5.740557413600892,299,3,3,3,0.15710120061227312,4.321003344481605,299,3,3,3,0.15710120061227312,4.321003344481605,299
3,15,73,89,0.10126702582264653,5.758907469342252,299,3,3,3,0.08901393694374056,4.787848383500557,299,3,3,3,0.08901393694374056,4.787848383500557,299
4,39,155,198,0.0033777031236157913,5.864347826086957,299,3,3,3,0.01588061662543252,4.77108138238573,299,3,3,3,0.01588061662543252,4.77108138238573,299
5,31,143,214,0.0819655308844683,5.711571906354515,299,3,3,3,0.2084529778201517,4.391148272017837,299,3,3,3,0.2084529778201517,4.391148272017837,299
6,14,76,95,0.18033320642003792,5.820624303232999,299,3,3,3,0.11730796132795816,3.9159866220735786,299,3,3,3,0.11730796132795816,3.9159866220735786,299
7,39,66,78,0.255255530367982,5.32644370122631,299,3,3,3,0.22643362833765357,3.9284057971014494,299,3,3,3,0.22643362833765357,3.9284057971014494,299
8,21,146,209,0.18555812328336485,5.9851282051282055,299,3,3,3,0.05805842280485071,4.187246376811594,299,3,3,3,0.05805842280485071,4.187246376811594,299
9,71,43,247,0.0936046252705008,5.918706800445931,299,3,3,3,0.06102284654185684,5.15701226309922,299,3,3,3,0.06102284654185684,5.15701226309922,299
10,63,22,200,0.17200564381578176,4.721806020066889,299,3,3,3,0.1286179358208324,3.4370345596432554,299,3,3,3,0.1286179358208324,3.4370345596432554,299
11,33,67,90,0.10544369909780744,6.5361872909699,299,3,3,3,0.0493234986360597,4.861003344481605,299,3,3,3,0.0493234986360597,4.861003344481605,299
12,10,182,216,0.13128617853137267,5.352263099219621,299,3,3,3,0.1274238681056921,4.188539576365663,299,3,3,3,0.1274238681056921,4.188539576365663,299
13,20,82,244,0.12474609793868413,5.624816053511705,299,3,3,3,0.20136850186663025,3.5358528428093647,299,3,3,3,0.20136850186663025,3.5358528428093647,299
14,24,64,114,0.20614284542489636,5.895406911928651,299,3,3,3,0.09427260070720514,4.644882943143813,299,3,3,3,0.09427260070720514,4.644882943143813,299
15,20,38,46,0.061874911485203445,5.486711259754738,299,3,3,3,0.1631242768336585,3.8676254180602005,299,3,3,3,0.1631242768336585,3.8676254180602005,299
16,6,121,166,0.045090885180168044,5.809966555183946,299,3,3,3,0.18100511109428008,4.058862876254181,299,3,3,3,0.18100511109428008,4.058862876254181,299
