Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,6,7,0.07931237843424352,5.925507246376812,299,3,3,3,0.06363360371024972,5.86742474916388,299,3,3,3,0.06363360371024972,5.86742474916388,299
2,21,13,46,0.11106037693851847,5.740557413600892,299,3,3,3,0.022397247036354713,6.14876254180602,299,3,3,3,0.022397247036354713,6.14876254180602,299
3,8,7,11,0.10126702582264653,5.758907469342252,299,3,3,3,0.15650466739148744,5.837146042363433,299,3,3,3,0.15650466739148744,5.837146042363433,299
4,4,4,20,0.0033777031236157913,5.864347826086957,299,3,3,3,0.017700740858449172,5.598394648829432,299,3,3,3,0.017700740858449172,5.598394648829432,299
5,12,30,62,0.0819655308844683,5.711571906354515,299,3,3,3,0.28559649620347594,5.4687848383500555,299,3,3,3,0.28559649620347594,5.4687848383500555,299
6,7,4,10,0.18033320642003792,5.820624303232999,299,3,3,3,0.07884786421436989,5.706978818283166,299,3,3,3,0.07884786421436989,5.706978818283166,299
7,15,4,27,0.255255530367982,5.32644370122631,299,3,3,3,0.38124467542174445,5.632240802675585,299,3,3,3,0.38124467542174445,5.632240802675585,299
8,10,16,50,0.18555812328336485,5.9851282051282055,299,3,3,3,0.25983759464688305,5.9970345596432555,299,3,3,3,0.25983759464688305,5.9970345596432555,299
9,26,4,48,0.0936046252705008,5.918706800445931,299,3,2,3,0.08055237773656934,5.44263099219621,299,3,2,3,0.08055237773656934,5.44263099219621,299
10,29,3,58,0.17200564381578176,4.721806020066889,299,3,3,3,0.06010744611626677,4.871527313266443,299,3,3,3,0.06010744611626677,4.871527313266443,299
11,4,6,15,0.10544369909780744,6.5361872909699,299,3,3,3,0.08163543705664283,6.396655518394649,299,3,3,3,0.08163543705664283,6.396655518394649,299
12,4,6,8,0.13128617853137267,5.352263099219621,299,3,2,3,0.1407379116528651,5.450211817168339,299,3,2,3,0.1407379116528651,5.450211817168339,299
13,5,9,26,0.12474609793868413,5.624816053511705,299,3,3,3,0.08158604053627007,5.868673355629878,299,3,3,3,0.08158604053627007,5.868673355629878,299
14,8,8,30,0.20614284542489636,5.895406911928651,299,3,2,3,0.20784050383931674,5.3306577480490525,299,3,2,3,0.20784050383931674,5.3306577480490525,299
15,10,7,20,0.061874911485203445,5.486711259754738,299,3,3,3,0.19365807418378211,5.316967670011148,299,3,3,3,0.19365807418378211,5.316967670011148,299
16,4,26,41,0.045090885180168044,5.809966555183946,299,2,3,3,0.034210909049293886,6.162274247491639,299,2,3,3,0.034210909049293886,6.162274247491639,299
17,10,17,24,0.0025246162261069174,5.714425863991082,299,3,3,3,0.013437141581278981,5.316566332218506,299,3,3,3,0.013437141581278981,5.316566332218506,299
18,4,4,9,0.1008560456845764,5.726243032329989,299,3,2,3,0.070971971229511,5.65025641025641,299,3,2,3,0.070971971229511,5.65025641025641,299
19,10,7,17,0.03693694774549659,6.044325529542921,299,3,3,3,0.06179372241781735,6.30231884057971,299,3,3,3,0.06179372241781735,6.30231884057971,299
20,6,5,17,0.009012823674503652,5.416967670011148,299,3,3,3,0.4243685748643131,5.191638795986622,299,3,3,3,0.4243685748643131,5.191638795986622,299
21,9,4,13,0.1721437726505739,5.996365663322185,299,3,3,3,0.13867720014388857,5.837101449275362,299,3,3,3,0.13867720014388857,5.837101449275362,299
22,12,12,26,0.16179237374423328,6.19139353400223,299,3,3,3,0.326297489131112,5.857480490523969,299,3,3,3,0.326297489131112,5.857480490523969,299
23,4,21,46,0.15521336365338528,5.897369007803791,299,2,3,3,0.44405114162527415,6.461917502787068,299,2,3,3,0.44405114162527415,6.461917502787068,299
24,4,5,10,0.19350446083072026,5.406243032329989,299,2,3,3,0.1937641484016075,5.4117502787068,299,2,3,3,0.1937641484016075,5.4117502787068,299
25,17,3,27,0.2188165965645329,5.769476031215162,299,3,3,3,0.2514162286440377,6.007380156075809,299,3,3,3,0.2514162286440377,6.007380156075809,299
26,5,11,31,0.3523884249828385,5.823589743589744,299,3,3,3,0.80106642120885,5.7731326644370125,299,3,3,3,0.80106642120885,5.7731326644370125,299
27,8,12,43,0.006273179123515847,6.034202898550725,299,3,3,3,0.011419440712445496,5.476655518394649,299,3,3,3,0.011419440712445496,5.476655518394649,299
28,7,17,59,0.07425705652634519,5.225039018952063,299,3,3,3,0.06565987578138516,5.160044593088071,299,3,3,3,0.06565987578138516,5.160044593088071,299
29,30,18,66,0.1126949754011122,5.044526198439242,299,3,2,3,0.08075571532327822,5.013444816053512,299,3,2,3,0.08075571532327822,5.013444816053512,299
30,7,8,12,0.05366575135173719,5.006153846153846,299,3,3,3,0.025210615703809273,4.849855072463768,299,3,3,3,0.025210615703809273,4.849855072463768,299
31,6,4,11,0.11013186567986182,4.734113712374582,299,3,3,3,0.19029400243561545,4.589765886287625,299,3,3,3,0.19029400243561545,4.589765886287625,299
32,37,19,60,0.14470071044484203,5.562051282051282,299,3,3,3,0.3107732541171796,5.430746934225195,299,3,3,3,0.3107732541171796,5.430746934225195,299
33,17,10,26,0.013813055726832193,5.0369676700111485,299,3,3,3,0.2957307288327282,5.013913043478261,299,3,3,3,0.2957307288327282,5.013913043478261,299
34,5,3,10,0.38899911708237955,5.947558528428094,299,3,2,3,0.35262616043461537,5.81190635451505,299,3,2,3,0.35262616043461537,5.81190635451505,299
35,2,5,8,0.05687190045479178,6.792954292084727,299,2,3,3,0.2855245677787096,6.771772575250836,299,2,3,3,0.2855245677787096,6.771772575250836,299
36,8,6,13,0.07244945476523276,5.29340022296544,299,3,3,3,0.1003654323028772,5.240490523968785,299,3,3,3,0.1003654323028772,5.240490523968785,299
37,4,3,6,0.4187321484698301,5.67257525083612,299,3,3,3,0.31702858889898844,5.660713489409142,299,3,3,3,0.31702858889898844,5.660713489409142,299
38,4,13,22,0.029829828809561497,5.695005574136009,299,3,3,3,0.03267043550527757,5.826622073578595,299,3,3,3,0.03267043550527757,5.826622073578595,299
39,5,6,15,0.39821765939322196,6.228004459308807,299,3,3,3,0.633076061604906,6.758862876254181,299,3,3,3,0.633076061604906,6.758862876254181,299
40,23,5,41,0.10923168298892778,5.27901895206243,299,3,3,3,0.10832063654745454,5.330947603121516,299,3,3,3,0.10832063654745454,5.330947603121516,299
41,23,5,40,0.0986554635765809,5.48989966555184,299,3,2,3,0.010270291870597404,5.300178372352286,299,3,2,3,0.010270291870597404,5.300178372352286,299
42,7,5,14,0.21310340189195254,5.670657748049052,299,3,3,3,0.08395069301008712,6.027246376811594,299,3,3,3,0.08395069301008712,6.027246376811594,299
43,10,22,39,0.05712049727965628,5.2901226309921965,299,3,3,3,0.028108987989817508,5.247246376811594,299,3,3,3,0.028108987989817508,5.247246376811594,299
44,9,5,13,0.13013846935293302,6.263099219620959,299,3,3,3,0.21117741550561375,6.368361204013378,299,3,3,3,0.21117741550561375,6.368361204013378,299
45,12,17,54,0.002994100849694382,5.82180602006689,299,3,3,3,0.1606419430945515,4.963634336677815,299,3,3,3,0.1606419430945515,4.963634336677815,299
46,19,11,30,0.6399211574387471,6.335250836120402,299,3,3,3,0.9473093611363657,6.634158305462654,299,3,3,3,0.9473093611363657,6.634158305462654,299
47,7,8,17,0.06205337496888233,5.327045707915273,299,3,3,3,0.09257322676703501,5.260691192865106,299,3,3,3,0.09257322676703501,5.260691192865106,299
48,4,8,15,0.2662721152325376,6.520802675585284,299,3,3,3,0.07811245427981851,6.419687848383501,299,3,3,3,0.07811245427981851,6.419687848383501,299
49,6,10,23,0.28682014814364953,5.814648829431438,299,3,3,3,0.21265563579852165,5.480936454849498,299,3,3,3,0.21265563579852165,5.480936454849498,299
50,27,5,55,0.08330319940036783,5.1288963210702345,299,3,2,3,0.023928911618431543,5.38463768115942,299,3,2,3,0.023928911618431543,5.38463768115942,299
51,8,11,41,0.19175397147076612,5.7154069119286515,299,3,3,3,0.17787564379598075,6.48613154960981,299,3,3,3,0.17787564379598075,6.48613154960981,299
52,16,5,36,0.3555795333739128,5.506176142697882,299,3,2,3,0.01890286521381447,6.206153846153846,299,3,2,3,0.01890286521381447,6.206153846153846,299
53,4,37,84,0.06612946434652679,5.169453734671126,299,3,3,3,0.11173972442673204,5.498684503901895,299,3,3,3,0.11173972442673204,5.498684503901895,299
54,4,10,22,0.056909679227877256,5.074247491638796,299,3,3,3,0.053257402345097966,5.104303232998885,299,3,3,3,0.053257402345097966,5.104303232998885,299
55,4,4,10,0.14780955429520162,5.05752508361204,299,3,3,3,0.15342885075316873,5.11355629877369,299,3,3,3,0.15342885075316873,5.11355629877369,299
56,17,3,30,0.07487420890403716,5.378216276477146,299,3,3,3,0.08448355762112217,5.918171683389074,299,3,3,3,0.08448355762112217,5.918171683389074,299
57,4,7,14,0.11651091044705225,5.932931995540692,299,3,3,3,0.04237134011945195,5.7956744704570795,299,3,3,3,0.04237134011945195,5.7956744704570795,299
58,13,4,23,0.532617531728279,5.936633221850613,299,3,3,3,0.38290061885216764,6.188539576365663,299,3,3,3,0.38290061885216764,6.188539576365663,299
59,10,4,32,0.25940832098680644,6.072107023411371,299,3,2,3,0.2966037465447656,5.968695652173913,299,3,2,3,0.2966037465447656,5.968695652173913,299
60,11,6,26,0.20211844392547051,5.941872909698997,299,3,3,3,0.07571372705259463,5.831772575250836,299,3,3,3,0.07571372705259463,5.831772575250836,299
61,5,4,14,0.22909159349117758,5.326622073578595,299,3,2,3,0.2195881429436891,5.403768115942029,299,3,2,3,0.2195881429436891,5.403768115942029,299
62,4,4,8,0.20173462863153957,5.994247491638796,299,2,3,3,0.1408455894420749,5.953779264214047,299,2,3,3,0.1408455894420749,5.953779264214047,299
63,6,9,24,0.13136117279132203,5.518037904124861,299,3,3,3,0.27598153658583746,6.069565217391304,299,3,3,3,0.27598153658583746,6.069565217391304,299
64,13,3,21,0.0063428936109778036,5.489208472686734,299,3,2,3,0.04219213473829557,5.480981047937569,299,3,2,3,0.04219213473829557,5.480981047937569,299
65,10,5,14,0.2872080231030043,5.4396432552954295,299,3,3,3,0.30581984251340577,5.40546265328874,299,3,3,3,0.30581984251340577,5.40546265328874,299
66,4,10,23,0.02816546292748803,5.7215384615384615,299,3,2,3,0.025362576620176457,5.94263099219621,299,3,2,3,0.025362576620176457,5.94263099219621,299
67,15,10,31,0.2125026282908904,5.924838350055741,299,3,3,3,0.1900190644896126,5.775429208472687,299,3,3,3,0.1900190644896126,5.775429208472687,299
68,13,6,19,0.07225196500155302,7.276967670011148,299,3,3,3,0.08802078104878591,6.731103678929766,299,3,3,3,0.08802078104878591,6.731103678929766,299
69,4,5,10,0.08531648098086178,5.155629877369008,299,2,3,3,0.1358821344232177,5.086176142697882,299,2,3,3,0.1358821344232177,5.086176142697882,299
70,6,6,11,0.04629308312842597,5.795562987736901,299,2,3,3,0.06768277313623654,5.883076923076923,299,2,3,3,0.06768277313623654,5.883076923076923,299
71,5,3,8,0.2242370836507792,5.886243032329989,299,3,3,3,0.07894729586594872,5.667536231884058,299,3,3,3,0.07894729586594872,5.667536231884058,299
72,26,2,44,0.24847777644575098,5.3589966555183945,299,3,2,3,0.13298845105623525,5.856120401337793,299,3,2,3,0.13298845105623525,5.856120401337793,299
73,5,5,13,0.13497730198591248,5.312396878483835,299,3,3,3,0.02403088538957088,5.145484949832776,299,3,3,3,0.02403088538957088,5.145484949832776,299
74,4,16,49,0.046492801037664316,5.770702341137124,299,3,3,3,0.061240501804951095,5.754247491638796,299,3,3,3,0.061240501804951095,5.754247491638796,299
75,4,5,8,0.06536549081582851,5.306845039018952,299,2,3,3,0.05038552513222125,5.251215161649944,299,2,3,3,0.05038552513222125,5.251215161649944,299
76,9,5,19,0.021419122147799518,5.609966555183947,299,3,3,3,0.1397467424855154,5.6980602006688965,299,3,3,3,0.1397467424855154,5.6980602006688965,299
77,7,34,58,0.3065254246261411,5.437146042363434,299,3,3,3,0.15132683455973936,5.920847268673356,299,3,3,3,0.15132683455973936,5.920847268673356,299
78,19,2,40,0.4529269496471753,6.0434336677814935,299,2,2,3,0.340033664610348,5.970033444816053,299,2,2,3,0.340033664610348,5.970033444816053,299
79,4,19,48,0.15818448293266907,5.517257525083612,299,3,3,3,0.09767557868130367,5.820468227424749,299,3,3,3,0.09767557868130367,5.820468227424749,299
80,12,13,37,0.2328871625330472,5.1464882943143815,299,3,3,3,0.5628803146566541,5.596499442586399,299,3,3,3,0.5628803146566541,5.596499442586399,299
81,2,5,8,0.08312335970152053,5.314113712374582,299,2,3,3,0.08104248971570956,5.276722408026756,299,2,3,3,0.08104248971570956,5.276722408026756,299
82,4,6,12,0.05571991010012398,5.232084726867336,299,3,3,3,0.05232231935166151,5.190769230769231,299,3,3,3,0.05232231935166151,5.190769230769231,299
83,10,14,20,0.18357287042720993,5.786755852842809,299,3,3,3,0.12358235548154345,5.6864214046822745,299,3,3,3,0.12358235548154345,5.6864214046822745,299
84,15,3,28,0.17532505052800595,5.621382385730212,299,3,3,3,0.21221100037673357,5.147357859531772,299,3,3,3,0.21221100037673357,5.147357859531772,299
85,7,7,12,0.06270669950753174,6.402408026755853,299,3,3,3,0.1851570970541202,6.2274247491638794,299,3,3,3,0.1851570970541202,6.2274247491638794,299
86,10,4,24,0.08296180402232481,6.253288740245262,299,3,3,3,0.1834349889180975,6.380245261984393,299,3,3,3,0.1834349889180975,6.380245261984393,299
87,6,13,36,0.0280066020918544,6.040423634336678,299,3,3,3,0.03326793306334695,5.988874024526199,299,3,3,3,0.03326793306334695,5.988874024526199,299
88,3,5,8,0.11344708218824763,5.638283166109253,299,2,3,3,0.4214286463550546,5.6119732441471575,299,2,3,3,0.4214286463550546,5.6119732441471575,299
89,7,7,19,0.2576105727017034,5.235518394648829,299,3,3,3,0.30953035242065063,4.969855072463768,299,3,3,3,0.30953035242065063,4.969855072463768,299
90,9,7,37,0.24605605986500345,6.006265328874025,299,3,3,3,0.3824069565837098,6.711705685618729,299,3,3,3,0.3824069565837098,6.711705685618729,299
91,6,14,35,0.5526599053026077,6.457770345596432,299,2,3,3,0.8589026676690916,7.125440356744704,299,2,3,3,0.8589026676690916,7.125440356744704,299
92,4,5,20,0.09886415830502684,6.339197324414716,299,3,3,3,0.31998090305735793,6.136365663322185,299,3,3,3,0.31998090305735793,6.136365663322185,299
93,6,4,10,0.12000781126649136,5.2903232998885175,299,3,3,3,0.11616530981186313,5.261315496098105,299,3,3,3,0.11616530981186313,5.261315496098105,299
94,9,7,22,0.022862618856058232,5.6119955406911926,299,3,3,3,0.12171221159478535,5.040579710144928,299,3,3,3,0.12171221159478535,5.040579710144928,299
95,4,13,26,0.13525273917184266,5.470769230769231,299,3,3,3,0.061842865639448186,5.5026532887402455,299,3,3,3,0.061842865639448186,5.5026532887402455,299
96,4,12,18,0.015959245621468457,5.453333333333333,299,3,3,3,0.01920200413591534,5.16196209587514,299,3,3,3,0.01920200413591534,5.16196209587514,299
97,5,12,33,0.13392018314549803,5.333377926421405,299,3,2,3,0.23394721043791755,5.354782608695652,299,3,2,3,0.23394721043791755,5.354782608695652,299
98,19,6,51,0.249854319337507,4.954425863991081,299,3,3,3,0.19133756761942433,5.072530657748049,299,3,3,3,0.19133756761942433,5.072530657748049,299
