Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,4,50,50,0.07931237843424352,5.925507246376812,299,4,50,50,0.07931237843424352,5.925507246376812,299
2,21,112,210,0.11106037693851847,5.740557413600892,299,5,136,210,0.07984120682050731,6.088004459308807,299
3,8,73,81,0.10126702582264653,5.758907469342252,299,5,73,81,0.10438622885482142,5.7790635451505015,299
4,4,155,191,0.0033777031236157913,5.864347826086957,299,4,155,191,0.0033777031236157913,5.864347826086957,299
5,12,143,177,0.0819655308844683,5.711571906354515,299,5,143,177,0.07490436814406241,5.696900780379042,299
6,7,76,86,0.18033320642003792,5.820624303232999,299,5,76,86,0.15991666369125113,5.791304347826087,299
7,15,66,70,0.255255530367982,5.32644370122631,299,5,66,70,0.3347021235244815,5.5148049052396875,299
8,10,146,162,0.18555812328336485,5.9851282051282055,299,5,146,162,0.19958417011201224,5.895518394648829,299
9,26,43,195,0.0936046252705008,5.918706800445931,299,5,45,195,0.04715075148333994,5.867826086956522,299
10,29,22,174,0.17200564381578176,4.721806020066889,299,5,55,174,0.08016407899401917,4.877235228539576,299
11,4,67,77,0.10544369909780744,6.5361872909699,299,4,67,77,0.10544369909780744,6.5361872909699,299
12,4,182,199,0.13128617853137267,5.352263099219621,299,4,182,199,0.13128617853137267,5.352263099219621,299
13,5,82,100,0.12474609793868413,5.624816053511705,299,5,82,100,0.12474609793868413,5.624816053511705,299
14,8,64,87,0.20614284542489636,5.895406911928651,299,5,64,87,0.19565572397792974,5.892530657748049,299
15,10,38,41,0.061874911485203445,5.486711259754738,299,5,35,41,0.09079047855040333,5.375183946488295,299
16,4,121,154,0.045090885180168044,5.809966555183946,299,4,121,154,0.045090885180168044,5.809966555183946,299
17,10,146,160,0.0025246162261069174,5.714425863991082,299,5,146,160,0.0027132322340342255,5.668940914158306,299
18,4,77,98,0.1008560456845764,5.726243032329989,299,4,77,98,0.1008560456845764,5.726243032329989,299
19,10,157,190,0.03693694774549659,6.044325529542921,299,5,159,190,0.054449805161891025,6.277369007803791,299
20,6,43,48,0.009012823674503652,5.416967670011148,299,5,43,48,0.008663239002162534,5.43670011148272,299
21,9,78,89,0.1721437726505739,5.996365663322185,299,5,78,89,0.1732123949827552,5.941962095875139,299
22,12,108,200,0.16179237374423328,6.19139353400223,299,5,137,200,0.1678708911850465,6.079576365663322,299
23,4,91,154,0.15521336365338528,5.897369007803791,299,4,91,154,0.15521336365338528,5.897369007803791,299
