Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,17,18,0.07931237843424352,5.925507246376812,299,4,4,11,0.10014425059614485,5.437703455964326,299
2,21,37,104,0.11106037693851847,5.740557413600892,299,21,4,62,0.08397876252324897,5.6682497212932,299
3,8,40,44,0.10126702582264653,5.758907469342252,299,3,4,15,0.2904149894021397,5.718706800445931,299
4,4,26,71,0.0033777031236157913,5.864347826086957,299,8,4,33,0.003225126007654592,5.592419175027871,299
5,12,74,111,0.0819655308844683,5.711571906354515,299,10,4,14,0.22322057122291605,5.549632107023411,299
6,7,9,16,0.18033320642003792,5.820624303232999,299,7,4,13,0.05935079993369549,5.754470457079153,299
7,15,6,52,0.255255530367982,5.32644370122631,299,12,4,44,0.2580808390768844,5.343054626532887,299
8,10,60,104,0.18555812328336485,5.9851282051282055,299,27,4,104,0.239233735651449,5.747469342251951,299
9,26,11,93,0.0936046252705008,5.918706800445931,299,26,4,93,0.10801273222109005,5.580178372352285,299
10,29,8,99,0.17200564381578176,4.721806020066889,299,33,4,99,0.18407711446483854,4.632775919732442,299
11,4,31,48,0.10544369909780744,6.5361872909699,299,4,4,19,0.05685901775721486,5.935741360089186,299
12,4,33,56,0.13128617853137267,5.352263099219621,299,4,4,21,0.2364338960040615,5.51866220735786,299
13,5,35,52,0.12474609793868413,5.624816053511705,299,5,4,16,0.12432065769738287,5.722408026755853,299
14,8,29,66,0.20614284542489636,5.895406911928651,299,7,4,22,0.21317944475093642,5.375964325529543,299
15,10,21,26,0.061874911485203445,5.486711259754738,299,10,4,25,0.1633838036159425,5.164570791527313,299
16,4,71,102,0.045090885180168044,5.809966555183946,299,4,4,25,0.2799275873117876,5.740802675585284,299
17,10,33,37,0.0025246162261069174,5.714425863991082,299,5,4,10,0.11618308188487275,4.950189520624304,299
18,4,38,60,0.1008560456845764,5.726243032329989,299,4,4,15,0.020317819200924018,6.33984392419175,299
19,10,47,123,0.03693694774549659,6.044325529542921,299,6,4,37,0.25846279587038723,6.530033444816054,299
20,6,14,18,0.009012823674503652,5.416967670011148,299,6,4,14,0.038278194098335064,5.142876254180602,299
21,9,23,45,0.1721437726505739,5.996365663322185,299,4,4,22,0.1445493970907423,5.809386845039019,299
22,12,28,37,0.16179237374423328,6.19139353400223,299,12,4,32,0.37860564790702256,5.836967670011148,299
23,4,36,77,0.15521336365338528,5.897369007803791,299,8,4,76,0.40606058508175535,5.893110367892977,299
24,4,14,20,0.19350446083072026,5.406243032329989,299,4,4,11,0.23809633180185552,4.948695652173913,299
25,17,11,95,0.2188165965645329,5.769476031215162,299,18,4,84,0.22723359500402174,5.812396878483835,299
26,5,35,76,0.3523884249828385,5.823589743589744,299,5,4,31,0.2904811575292444,5.803857302118172,299
27,8,19,61,0.006273179123515847,6.034202898550725,299,14,4,61,0.033485807265244,6.062898550724638,299
28,7,54,110,0.07425705652634519,5.225039018952063,299,11,4,79,0.018095830927119506,5.415875139353401,299
29,30,77,124,0.1126949754011122,5.044526198439242,299,11,4,19,0.03918807285547977,5.113623188405797,299
30,7,75,91,0.05366575135173719,5.006153846153846,299,4,4,9,0.1964268117227923,4.627134894091416,299
31,6,61,93,0.11013186567986182,4.734113712374582,299,18,4,89,0.08016399716639008,5.0088517279821625,299
32,37,45,122,0.14470071044484203,5.562051282051282,299,35,4,103,0.12628849376820991,5.6354292084726865,299
33,17,15,33,0.013813055726832193,5.0369676700111485,299,15,4,22,0.04389780028461068,5.098416945373467,299
34,5,11,12,0.38899911708237955,5.947558528428094,299,5,4,9,0.30087106830303345,5.887692307692308,299
35,2,16,21,0.05687190045479178,6.792954292084727,299,2,4,9,0.12037531962968277,6.4853957636566335,299
36,8,10,16,0.07244945476523276,5.29340022296544,299,7,4,14,0.06596362292930438,5.197748049052397,299
37,4,10,15,0.4187321484698301,5.67257525083612,299,4,4,9,0.36297542683358586,5.7238127090301,299
38,4,56,81,0.029829828809561497,5.695005574136009,299,4,4,16,0.21065932812971944,5.936477146042363,299
39,5,43,53,0.39821765939322196,6.228004459308807,299,3,4,9,0.41140618904918613,6.566555183946488,299
40,23,85,119,0.10923168298892778,5.27901895206243,299,11,4,22,0.20508611383478925,4.978015607580825,299
41,23,37,72,0.0986554635765809,5.48989966555184,299,10,4,32,0.06483745449907961,5.671215161649944,299
42,7,9,39,0.21310340189195254,5.670657748049052,299,8,4,39,0.040031367707190436,5.521270903010033,299
43,10,31,52,0.05712049727965628,5.2901226309921965,299,6,4,20,0.03006793747115089,5.100423634336678,299
44,9,55,86,0.13013846935293302,6.263099219620959,299,9,4,27,0.22038280330692173,6.6010479375696764,299
45,12,37,71,0.002994100849694382,5.82180602006689,299,12,4,31,0.16196235849201102,5.4855741360089185,299
46,19,41,88,0.6399211574387471,6.335250836120402,299,13,4,32,0.662538814673387,6.791326644370122,299
47,7,43,89,0.06205337496888233,5.327045707915273,299,7,4,30,0.039331433712718106,5.264414715719064,299
48,4,72,94,0.2662721152325376,6.520802675585284,299,4,4,9,0.8715078253427476,6.959487179487179,299
49,6,69,105,0.28682014814364953,5.814648829431438,299,6,4,26,0.15696985841886726,5.359821627647714,299
50,27,21,117,0.08330319940036783,5.1288963210702345,299,32,4,110,0.1631971508451987,4.628138238573021,299
51,8,54,92,0.19175397147076612,5.7154069119286515,299,7,4,15,0.10580397999119542,6.011460423634337,299
52,16,10,80,0.3555795333739128,5.506176142697882,299,16,4,64,0.05462724779338025,5.542185061315496,299
53,4,77,124,0.06612946434652679,5.169453734671126,299,4,4,20,0.18194927695866425,5.626800445930881,299
54,4,29,49,0.056909679227877256,5.074247491638796,299,7,4,46,0.14529809059001597,5.427201783723523,299
55,4,60,77,0.14780955429520162,5.05752508361204,299,4,4,12,0.050965188990388925,5.343745819397993,299
56,17,31,101,0.07487420890403716,5.378216276477146,299,18,4,80,0.04984091919968118,5.455919732441472,299
57,4,13,28,0.11651091044705225,5.932931995540692,299,5,4,18,0.04442858599492316,5.737324414715719,299
58,13,13,58,0.532617531728279,5.936633221850613,299,16,4,45,0.44491698406143154,5.8414269788182835,299
59,10,66,94,0.25940832098680644,6.072107023411371,299,7,4,26,0.32607679126684797,5.661382385730212,299
60,11,9,44,0.20211844392547051,5.941872909698997,299,11,4,37,0.21239435993546996,5.978238573021182,299
61,5,24,33,0.22909159349117758,5.326622073578595,299,4,4,9,0.23244658485008918,5.3533779264214045,299
62,4,59,71,0.20173462863153957,5.994247491638796,299,4,4,11,0.29768504906588233,6.208428093645485,299
63,6,35,54,0.13136117279132203,5.518037904124861,299,5,4,19,0.19737161961246474,5.877591973244147,299
64,13,27,109,0.0063428936109778036,5.489208472686734,299,14,4,101,0.02999620731598582,5.382898550724637,299
65,10,14,20,0.2872080231030043,5.4396432552954295,299,10,4,20,0.31470812848990837,5.471638795986622,299
66,4,48,83,0.02816546292748803,5.7215384615384615,299,4,4,20,0.04369241511591879,5.934626532887402,299
67,15,42,51,0.2125026282908904,5.924838350055741,299,6,4,10,0.2803743046396473,5.864102564102564,299
68,13,37,83,0.07225196500155302,7.276967670011148,299,19,4,74,0.3327667550525406,6.423522853957636,299
69,4,12,22,0.08531648098086178,5.155629877369008,299,4,4,19,0.12881915062789034,4.95850613154961,299
70,6,25,40,0.04629308312842597,5.795562987736901,299,6,4,17,0.08855417804477013,5.638238573021182,299
71,5,36,53,0.2242370836507792,5.886243032329989,299,4,4,11,0.17633222191130093,5.0429431438127095,299
72,26,13,97,0.24847777644575098,5.3589966555183945,299,30,4,95,0.2334119799960227,5.211884057971014,299
73,5,21,49,0.13497730198591248,5.312396878483835,299,7,4,49,0.006723959272118953,5.330479375696767,299
74,4,57,95,0.046492801037664316,5.770702341137124,299,6,4,29,0.3827942416703781,5.078840579710145,299
75,4,29,47,0.06536549081582851,5.306845039018952,299,4,4,13,0.22733201646014345,5.0890078037904125,299
76,9,63,118,0.021419122147799518,5.609966555183947,299,12,4,97,0.15486384176751908,5.471192865105909,299
77,7,83,110,0.3065254246261411,5.437146042363434,299,6,4,13,0.4176387178629548,5.718037904124861,299
78,19,14,83,0.4529269496471753,6.0434336677814935,299,20,4,76,0.25720324391194915,5.919397993311037,299
79,4,84,101,0.15818448293266907,5.517257525083612,299,4,4,10,0.26156140204097933,5.8705239687848385,299
80,12,102,123,0.2328871625330472,5.1464882943143815,299,7,4,10,0.016568163536098943,5.478283166109253,299
81,2,11,12,0.08312335970152053,5.314113712374582,299,2,4,9,0.06620650602931259,5.247045707915273,299
82,4,64,91,0.05571991010012398,5.232084726867336,299,4,4,15,0.02646840536876642,5.67108138238573,299
83,10,25,33,0.18357287042720993,5.786755852842809,299,6,4,9,0.05501117832577894,5.699308807134894,299
84,15,20,47,0.17532505052800595,5.621382385730212,299,10,4,38,0.1997589698708927,5.636008918617614,299
85,7,23,40,0.06270669950753174,6.402408026755853,299,7,4,19,0.19814257134952373,6.113021181716834,299
86,10,26,67,0.08296180402232481,6.253288740245262,299,13,4,54,0.269020375842275,6.030078037904125,299
87,6,39,95,0.0280066020918544,6.040423634336678,299,6,4,27,0.016976022478535992,5.791683389074693,299
88,3,24,29,0.11344708218824763,5.638283166109253,299,2,4,11,0.5164638285142567,5.256878483835005,299
89,7,14,28,0.2576105727017034,5.235518394648829,299,7,4,13,0.3221198923970746,5.009609810479375,299
90,9,13,53,0.24605605986500345,6.006265328874025,299,9,4,49,0.3517730238535901,5.993623188405797,299
91,6,58,96,0.5526599053026077,6.457770345596432,299,4,4,16,0.5169285682243057,6.1640579710144925,299
92,4,30,76,0.09886415830502684,6.339197324414716,299,4,4,40,0.27404980534435264,6.990523968784839,299
93,6,8,11,0.12000781126649136,5.2903232998885175,299,6,4,11,0.09716000221429968,5.317212931995541,299
94,9,72,122,0.022862618856058232,5.6119955406911926,299,10,4,23,0.054511047204527735,5.31221850613155,299
95,4,59,74,0.13525273917184266,5.470769230769231,299,3,4,7,0.05683048099666337,5.486488294314381,299
96,4,16,21,0.015959245621468457,5.453333333333333,299,4,4,17,0.116089942112144,5.44711259754738,299
97,5,44,73,0.13392018314549803,5.333377926421405,299,5,4,24,0.04488801361267691,4.9856187290969896,299
98,19,7,67,0.249854319337507,4.954425863991081,299,23,4,67,0.2725922733024193,4.944303232998885,299
99,7,39,84,0.04143020908726572,5.601672240802675,299,7,4,23,0.22063623769595642,5.92479375696767,299
100,11,75,106,0.12372347867470844,5.463344481605351,299,6,4,12,0.31154377500907904,5.49835005574136,299
