Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,7,50,98,0.07931237843424352,5.925507246376812,299,10,3,33,0.18403699974037413,5.46180602006689,299
2,71,112,228,0.11106037693851847,5.740557413600892,299,92,3,202,0.12681308715690343,5.027424749163879,299
3,15,73,89,0.10126702582264653,5.758907469342252,299,16,3,37,0.10659677612922307,5.308428093645485,299
4,39,155,198,0.0033777031236157913,5.864347826086957,299,43,3,117,0.030122343682638972,6.032263099219621,299
5,31,143,214,0.0819655308844683,5.711571906354515,299,9,3,15,0.1383265690109329,4.712374581939799,299
6,14,76,95,0.18033320642003792,5.820624303232999,299,14,3,24,0.1002374681434604,4.798283166109253,299
7,39,66,78,0.255255530367982,5.32644370122631,299,24,3,32,0.2779885507054386,4.567402452619844,299
8,21,146,209,0.18555812328336485,5.9851282051282055,299,87,3,193,0.25560681832554366,4.804593088071349,299
9,71,43,247,0.0936046252705008,5.918706800445931,299,86,3,241,0.12152044544652721,4.949542920847269,299
10,63,22,200,0.17200564381578176,4.721806020066889,299,82,3,200,0.17801292659974632,3.9629877369007804,299
11,33,67,90,0.10544369909780744,6.5361872909699,299,40,3,82,0.060696167644016946,5.23108138238573,299
12,10,182,216,0.13128617853137267,5.352263099219621,299,9,3,15,0.17122389043428032,4.725908584169454,299
13,20,82,244,0.12474609793868413,5.624816053511705,299,89,3,242,0.11128468135115704,4.355652173913043,299
14,24,64,114,0.20614284542489636,5.895406911928651,299,44,3,79,0.12738559135500346,4.969565217391304,299
15,20,38,46,0.061874911485203445,5.486711259754738,299,8,3,14,0.21834766989422227,4.28891861761427,299
16,6,121,166,0.045090885180168044,5.809966555183946,299,6,3,33,0.15327888109199267,4.913979933110368,299
17,80,146,178,0.0025246162261069174,5.714425863991082,299,18,3,25,0.21283482419071897,4.351973244147157,299
18,18,77,140,0.1008560456845764,5.726243032329989,299,18,3,29,0.4282952307671698,6.069921962095875,299
19,52,157,220,0.03693694774549659,6.044325529542921,299,11,3,23,0.10187352155734017,5.292775919732441,299
20,40,43,56,0.009012823674503652,5.416967670011148,299,27,3,55,0.024992036802812968,4.19041248606466,299
21,16,78,95,0.1721437726505739,5.996365663322185,299,24,3,77,0.0573338343728204,4.963768115942029,299
22,28,108,216,0.16179237374423328,6.19139353400223,299,70,3,188,0.19962292455945974,4.661137123745819,299
23,10,91,192,0.15521336365338528,5.897369007803791,299,51,3,185,0.1541038330067981,5.246354515050167,299
24,11,30,31,0.19350446083072026,5.406243032329989,299,10,3,21,0.17793654927356295,4.477814938684504,299
25,57,48,190,0.2188165965645329,5.769476031215162,299,59,3,151,0.2443417393894125,5.225328874024526,299
26,32,82,256,0.3523884249828385,5.823589743589744,299,85,3,254,0.07322122345266734,4.396900780379041,299
27,13,87,145,0.006273179123515847,6.034202898550725,299,53,3,138,0.14180319075497236,5.179241917502787,299
28,9,104,212,0.07425705652634519,5.225039018952063,299,56,3,209,0.11263080731162342,4.460423634336678,299
29,59,152,244,0.1126949754011122,5.044526198439242,299,101,3,234,0.1756800778938422,4.552329988851728,299
30,44,104,235,0.05366575135173719,5.006153846153846,299,78,3,230,0.1810688648994514,4.366153846153846,299
31,14,161,218,0.11013186567986182,4.734113712374582,299,73,3,200,0.10297854537869149,4.597881828316611,299
32,107,140,221,0.14470071044484203,5.562051282051282,299,113,3,217,0.1114561973789517,5.352597547380156,299
33,90,76,236,0.013813055726832193,5.0369676700111485,299,97,3,227,0.1594332658633778,4.044615384615384,299
34,25,120,202,0.38899911708237955,5.947558528428094,299,28,3,49,0.08820826028731672,5.708717948717949,299
35,7,58,76,0.05687190045479178,6.792954292084727,299,4,3,12,0.11427256689186033,5.738015607580825,299
36,14,110,130,0.07244945476523276,5.29340022296544,299,7,3,8,0.06460855479764703,5.014069119286511,299
37,42,17,139,0.4187321484698301,5.67257525083612,299,42,3,139,0.12145644695896253,5.247759197324415,299
38,10,191,223,0.029829828809561497,5.695005574136009,299,12,3,28,0.2144947252553674,4.201137123745819,299
39,26,117,245,0.39821765939322196,6.228004459308807,299,62,3,202,0.14133427840525115,4.711861761426979,299
40,58,163,245,0.10923168298892778,5.27901895206243,299,86,3,232,0.1607325584337005,4.857413600891862,299
41,80,138,251,0.0986554635765809,5.48989966555184,299,83,3,202,0.1490672190158462,4.4741583054626535,299
42,28,89,230,0.21310340189195254,5.670657748049052,299,74,3,229,0.2308269114044158,5.150301003344482,299
43,11,198,246,0.05712049727965628,5.2901226309921965,299,7,3,11,0.19406997196830722,3.839375696767001,299
44,65,119,196,0.13013846935293302,6.263099219620959,299,26,3,59,0.3836767570711759,6.166532887402453,299
45,30,180,244,0.002994100849694382,5.82180602006689,299,99,3,214,0.18186381670450358,4.563054626532887,299
46,52,142,198,0.6399211574387471,6.335250836120402,299,59,3,163,0.21674050792746502,5.276544035674471,299
47,20,132,188,0.06205337496888233,5.327045707915273,299,12,3,23,0.07121101366532483,5.051036789297659,299
48,30,149,210,0.2662721152325376,6.520802675585284,299,10,3,19,0.19648743140396197,6.472151616499443,299
49,7,124,158,0.28682014814364953,5.814648829431438,299,6,3,13,0.06855574979389611,4.689765886287625,299
50,61,66,218,0.08330319940036783,5.1288963210702345,299,75,3,207,0.12730909896784662,4.144816053511706,299
51,33,158,231,0.19175397147076612,5.7154069119286515,299,83,3,195,0.09165594554927052,5.018127090301003,299
52,39,51,202,0.3555795333739128,5.506176142697882,299,57,3,179,0.12245117154628186,4.982430323299888,299
53,14,184,244,0.06612946434652679,5.169453734671126,299,13,3,14,0.18033877516854435,4.607670011148272,299
54,11,142,199,0.056909679227877256,5.074247491638796,299,30,3,77,0.1121489517115372,5.246688963210702,299
55,36,99,242,0.14780955429520162,5.05752508361204,299,89,3,228,0.038453797899286726,4.40133779264214,299
56,70,131,247,0.07487420890403716,5.378216276477146,299,55,3,160,0.04007768593139501,4.6756967670011145,299
57,15,66,89,0.11651091044705225,5.932931995540692,299,10,3,28,0.16683811018948047,4.297034559643255,299
58,40,173,225,0.532617531728279,5.936633221850613,299,68,3,180,0.27110333763873873,4.915585284280937,299
59,52,127,196,0.25940832098680644,6.072107023411371,299,13,3,19,0.19840710627594726,5.110746934225195,299
60,30,38,151,0.20211844392547051,5.941872909698997,299,54,3,128,0.07514678439550673,4.941739130434782,299
61,63,61,237,0.22909159349117758,5.326622073578595,299,72,3,223,0.26276200102119107,4.620535117056856,299
62,41,160,229,0.20173462863153957,5.994247491638796,299,54,3,98,0.04654489088978932,5.4631661092530654,299
63,36,169,212,0.13136117279132203,5.518037904124861,299,61,3,183,0.15347936623381717,4.694648829431438,299
64,32,195,229,0.0063428936109778036,5.489208472686734,299,39,3,91,0.05888825226109449,4.886911928651059,299
65,66,34,119,0.2872080231030043,5.4396432552954295,299,69,3,117,0.02435140278513197,5.017190635451505,299
66,6,116,158,0.02816546292748803,5.7215384615384615,299,22,3,84,0.028856901372309725,5.6521516164994425,299
67,53,94,245,0.2125026282908904,5.924838350055741,299,84,3,223,0.24030918121099398,4.340535117056856,299
68,24,52,204,0.07225196500155302,7.276967670011148,299,80,3,164,0.06140359800773041,5.681226309921962,299
69,14,34,52,0.08531648098086178,5.155629877369008,299,9,3,13,0.04141334346945123,4.504682274247491,299
70,36,46,69,0.04629308312842597,5.795562987736901,299,18,3,41,0.044241948434323546,5.602118171683389,299
71,9,136,184,0.2242370836507792,5.886243032329989,299,58,3,173,0.1317227243046265,5.16695652173913,299
72,92,32,205,0.24847777644575098,5.3589966555183945,299,87,3,174,0.20848236952695354,4.999152731326644,299
73,22,156,200,0.13497730198591248,5.312396878483835,299,30,3,95,0.1083796882655139,4.729921962095875,299
74,17,186,249,0.046492801037664316,5.770702341137124,299,8,3,26,0.09829933410284329,4.8649721293199555,299
75,19,113,235,0.06536549081582851,5.306845039018952,299,57,3,217,0.11226430355974738,4.425819397993311,299
76,54,110,240,0.021419122147799518,5.609966555183947,299,74,3,183,0.111373158067046,4.8595540691192864,299
77,71,145,225,0.3065254246261411,5.437146042363434,299,92,3,221,0.14116355335656008,5.260780379041249,299
78,43,25,136,0.4529269496471753,6.0434336677814935,299,47,3,125,0.08626031180555768,5.5718840579710145,299
79,17,192,225,0.15818448293266907,5.517257525083612,299,4,3,9,0.18873996176358654,4.411282051282051,299
80,29,202,252,0.2328871625330472,5.1464882943143815,299,64,3,245,0.05441206034566571,4.41355629877369,299
81,64,128,171,0.08312335970152053,5.314113712374582,299,10,3,33,0.23971185513994397,4.260289855072464,299
82,15,128,181,0.05571991010012398,5.232084726867336,299,32,3,181,0.043176122590666,5.131482720178372,299
83,29,49,62,0.18357287042720993,5.786755852842809,299,12,3,25,0.044372652851148164,5.063991081382386,299
84,66,94,191,0.17532505052800595,5.621382385730212,299,76,3,187,0.13328588356897955,4.568695652173913,299
85,20,32,74,0.06270669950753174,6.402408026755853,299,20,3,34,0.18631883108404168,5.562430323299888,299
86,22,185,245,0.08296180402232481,6.253288740245262,299,81,3,227,0.2679212746826952,5.18958751393534,299
87,31,84,215,0.0280066020918544,6.040423634336678,299,34,3,72,0.0726079074115501,5.908205128205128,299
88,14,171,207,0.11344708218824763,5.638283166109253,299,9,3,22,0.3081839365299117,5.413846153846154,299
89,11,165,213,0.2576105727017034,5.235518394648829,299,70,3,188,0.24048189151780086,4.368316610925307,299
90,42,85,188,0.24605605986500345,6.006265328874025,299,64,3,188,0.1191856494280292,5.40711259754738,299
91,27,125,211,0.5526599053026077,6.457770345596432,299,69,3,192,0.22164033528807625,5.067513935340022,299
92,8,79,165,0.09886415830502684,6.339197324414716,299,23,3,141,0.1727924520216919,6.492017837235228,299
93,11,83,95,0.12000781126649136,5.2903232998885175,299,8,3,13,0.06121731893890724,5.52133779264214,299
94,21,127,232,0.022862618856058232,5.6119955406911926,299,30,3,50,0.1390651653649888,4.815741360089186,299
95,25,121,202,0.13525273917184266,5.470769230769231,299,26,3,62,0.1003771507389832,5.213266443701226,299
96,13,195,249,0.015959245621468457,5.453333333333333,299,61,3,243,0.10349737152519747,4.579710144927536,299
97,50,87,158,0.13392018314549803,5.333377926421405,299,62,3,141,0.06988205726036596,4.526599777034559,299
98,66,23,197,0.249854319337507,4.954425863991081,299,79,3,197,0.2197054702802217,4.025507246376812,299
99,86,94,202,0.04143020908726572,5.601672240802675,299,86,3,144,0.10013858252391977,5.556767001114827,299
100,44,182,245,0.12372347867470844,5.463344481605351,299,11,3,23,0.12122148066772065,4.559219620958752,299
