Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,7,6,12,0.07931237843424352,5.925507246376812,299,7,1,12,0.05679639329059366,5.834715719063545,299
2,71,13,114,0.11106037693851847,5.740557413600892,299,72,1,114,0.13474550826734272,5.6813377926421404,299
3,15,7,19,0.10126702582264653,5.758907469342252,299,15,1,19,0.23158553873553522,5.711259754738015,299
4,39,4,64,0.0033777031236157913,5.864347826086957,299,38,1,61,0.0032009197000203386,5.812263099219621,299
5,31,30,107,0.0819655308844683,5.711571906354515,299,62,1,106,0.15407268053294826,5.648784838350056,299
6,14,4,18,0.18033320642003792,5.820624303232999,299,14,1,14,0.002854836188437074,5.712084726867335,299
7,39,4,44,0.255255530367982,5.32644370122631,299,39,1,44,0.2068385173640136,5.261025641025641,299
8,21,16,100,0.18555812328336485,5.9851282051282055,299,21,1,72,0.2684451285362216,6.287246376811594,299
9,71,4,93,0.0936046252705008,5.918706800445931,299,70,1,89,0.09202115478785292,5.787313266443701,299
10,63,3,119,0.17200564381578176,4.721806020066889,299,67,1,119,0.15565498203137088,4.618840579710145,299
11,33,6,46,0.10544369909780744,6.5361872909699,299,33,1,46,0.10060460423901257,6.343255295429208,299
12,10,6,13,0.13128617853137267,5.352263099219621,299,10,1,13,0.19161044966673924,5.274247491638796,299
13,20,9,113,0.12474609793868413,5.624816053511705,299,20,1,112,0.33221428818745213,5.674738015607581,299
14,24,8,85,0.20614284542489636,5.895406911928651,299,25,1,64,0.24213071941393205,5.546465997770346,299
15,20,7,27,0.061874911485203445,5.486711259754738,299,21,1,27,0.07564644536449087,5.4683612040133776,299
16,6,26,59,0.045090885180168044,5.809966555183946,299,6,1,14,0.06693975579565814,6.04247491638796,299
17,80,17,108,0.0025246162261069174,5.714425863991082,299,80,1,107,0.07415712580144733,5.536454849498328,299
18,18,4,23,0.1008560456845764,5.726243032329989,299,18,1,23,0.04845174641568955,5.693221850613155,299
19,52,7,77,0.03693694774549659,6.044325529542921,299,50,1,70,0.019262064725458185,6.0892530657748045,299
20,40,5,46,0.009012823674503652,5.416967670011148,299,37,1,40,0.00528739358350559,5.35799331103679,299
21,16,4,18,0.1721437726505739,5.996365663322185,299,16,1,18,0.1805747074102131,5.9397101449275365,299
22,28,12,41,0.16179237374423328,6.19139353400223,299,28,1,32,0.28733517659662433,5.699197324414715,299
23,10,21,91,0.15521336365338528,5.897369007803791,299,24,1,63,0.21671307425723907,6.218483835005574,299
24,11,5,18,0.19350446083072026,5.406243032329989,299,10,1,18,0.18419175920488462,5.41041248606466,299
25,57,3,72,0.2188165965645329,5.769476031215162,299,56,1,70,0.1430918451139069,5.731125975473802,299
26,32,11,114,0.3523884249828385,5.823589743589744,299,33,1,103,0.3041403824424447,5.769676700111483,299
27,13,12,80,0.006273179123515847,6.034202898550725,299,24,1,79,0.01249182903830293,6.004147157190635,299
28,9,17,103,0.07425705652634519,5.225039018952063,299,9,1,92,0.01508823757278386,5.4395540691192865,299
29,59,18,135,0.1126949754011122,5.044526198439242,299,83,1,135,0.051455788726390714,5.18247491638796,299
30,44,8,54,0.05366575135173719,5.006153846153846,299,43,1,53,0.03299600559309399,5.056900780379041,299
31,14,4,19,0.11013186567986182,4.734113712374582,299,14,1,18,0.1927579590356383,4.747045707915273,299
32,107,19,127,0.14470071044484203,5.562051282051282,299,104,1,124,0.10120763997745127,5.632486064659978,299
33,90,10,144,0.013813055726832193,5.0369676700111485,299,91,1,131,0.04114304335600271,4.943656633221851,299
34,25,3,29,0.38899911708237955,5.947558528428094,299,25,1,29,0.293520012809266,5.923121516164994,299
35,7,5,17,0.05687190045479178,6.792954292084727,299,7,1,13,0.046048638503612176,6.789676700111483,299
36,14,6,17,0.07244945476523276,5.29340022296544,299,12,1,13,0.07212584011740249,5.214715719063546,299
37,42,3,53,0.4187321484698301,5.67257525083612,299,42,1,53,0.3499389689839604,5.685908584169454,299
38,10,13,29,0.029829828809561497,5.695005574136009,299,10,1,11,0.010729777658848375,5.699665551839465,299
39,26,6,74,0.39821765939322196,6.228004459308807,299,26,1,67,0.36249008420664,6.241404682274247,299
40,58,5,71,0.10923168298892778,5.27901895206243,299,58,1,71,0.0820754781886493,5.190144927536232,299
41,80,5,119,0.0986554635765809,5.48989966555184,299,82,1,111,0.14018601066009,5.548026755852843,299
42,28,5,33,0.21310340189195254,5.670657748049052,299,28,1,33,0.05574779804727773,5.703634336677815,299
43,11,22,63,0.05712049727965628,5.2901226309921965,299,11,1,36,0.05648626502076478,5.241739130434783,299
44,65,5,76,0.13013846935293302,6.263099219620959,299,65,1,76,0.08708633024862773,6.13010033444816,299
45,30,17,126,0.002994100849694382,5.82180602006689,299,52,1,126,0.022309438198066047,5.5720624303232995,299
46,52,11,76,0.6399211574387471,6.335250836120402,299,52,1,76,0.3569033589293652,6.25819397993311,299
47,20,8,35,0.06205337496888233,5.327045707915273,299,20,1,35,0.016486227307908306,5.234626532887402,299
48,30,8,74,0.2662721152325376,6.520802675585284,299,31,1,61,0.11346290943910398,6.689921962095875,299
49,7,10,43,0.28682014814364953,5.814648829431438,299,7,1,24,0.1784927567633765,5.502363433667782,299
50,61,5,94,0.08330319940036783,5.1288963210702345,299,62,1,94,0.13852908197072647,5.1237012263099215,299
51,33,11,111,0.19175397147076612,5.7154069119286515,299,33,1,104,0.10976720766438423,6.18164994425864,299
52,39,5,70,0.3555795333739128,5.506176142697882,299,40,1,70,0.19190010296920035,5.444726867335563,299
53,14,37,133,0.06612946434652679,5.169453734671126,299,15,1,62,0.0148065063125332,5.544370122630992,299
54,11,10,45,0.056909679227877256,5.074247491638796,299,10,1,42,0.021418106772639604,5.161560758082497,299
55,36,4,44,0.14780955429520162,5.05752508361204,299,36,1,44,0.2004093419606784,5.132753623188406,299
56,70,3,95,0.07487420890403716,5.378216276477146,299,71,1,94,0.0983159847615259,5.3533779264214045,299
57,15,7,24,0.11651091044705225,5.932931995540692,299,12,1,24,0.07712075619279941,5.742943143812709,299
