Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,7,50,98,0.07931237843424352,5.925507246376812,299,12,1,31,0.033375815620924794,4.939397993311037,299
2,71,112,228,0.11106037693851847,5.740557413600892,299,103,1,197,0.06579260011159416,4.525284280936455,299
3,15,73,89,0.10126702582264653,5.758907469342252,299,21,1,37,0.003262814183394676,4.878060200668896,299
4,39,155,198,0.0033777031236157913,5.864347826086957,299,46,1,116,0.036450337576701484,5.561092530657748,299
5,31,143,214,0.0819655308844683,5.711571906354515,299,7,1,13,0.10474218392888143,4.204615384615384,299
6,14,76,95,0.18033320642003792,5.820624303232999,299,14,1,22,0.10467430845088158,4.304236343366778,299
7,39,66,78,0.255255530367982,5.32644370122631,299,25,1,32,0.10097868494961171,4.17571906354515,299
8,21,146,209,0.18555812328336485,5.9851282051282055,299,89,1,186,0.09656401640286257,4.323701226309922,299
9,71,43,247,0.0936046252705008,5.918706800445931,299,102,1,236,0.016940440059256212,4.375652173913044,299
10,63,22,200,0.17200564381578176,4.721806020066889,299,102,1,199,0.047869283043825615,3.43670011148272,299
11,33,67,90,0.10544369909780744,6.5361872909699,299,46,1,80,0.010541303704449844,4.169899665551839,299
12,10,182,216,0.13128617853137267,5.352263099219621,299,9,1,15,0.0790621052467019,4.174938684503902,299
13,20,82,244,0.12474609793868413,5.624816053511705,299,101,1,238,0.09033537258939765,3.838974358974359,299
14,24,64,114,0.20614284542489636,5.895406911928651,299,49,1,77,0.010838438460817982,4.488740245261984,299
15,20,38,46,0.061874911485203445,5.486711259754738,299,11,1,14,0.10653931270743724,3.872954292084727,299
16,6,121,166,0.045090885180168044,5.809966555183946,299,10,1,33,0.05105715131507965,4.465484949832776,299
17,80,146,178,0.0025246162261069174,5.714425863991082,299,17,1,23,0.07611282798698422,3.839888517279822,299
18,18,77,140,0.1008560456845764,5.726243032329989,299,19,1,27,6.854836224602051e-05,5.539464882943144,299
19,52,157,220,0.03693694774549659,6.044325529542921,299,13,1,23,0.06478106659710213,4.832352285395763,299
