Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,6,7,0.07931237843424352,5.925507246376812,299,4,1,4,0.05679639329059366,5.834715719063545,299
2,21,13,46,0.11106037693851847,5.740557413600892,299,20,1,29,0.13474550826734272,5.6813377926421404,299
3,8,7,11,0.10126702582264653,5.758907469342252,299,8,1,8,0.23158553873553522,5.711259754738015,299
4,4,4,20,0.0033777031236157913,5.864347826086957,299,4,1,17,0.0032009197000203386,5.812263099219621,299
5,12,30,62,0.0819655308844683,5.711571906354515,299,24,1,59,0.15407268053294826,5.648784838350056,299
6,7,4,10,0.18033320642003792,5.820624303232999,299,6,1,8,0.002854836188437074,5.712084726867335,299
7,15,4,27,0.255255530367982,5.32644370122631,299,16,1,26,0.2068385173640136,5.261025641025641,299
8,10,16,50,0.18555812328336485,5.9851282051282055,299,10,1,27,0.2684451285362216,6.287246376811594,299
9,26,4,48,0.0936046252705008,5.918706800445931,299,26,1,45,0.09202115478785292,5.787313266443701,299
10,29,3,58,0.17200564381578176,4.721806020066889,299,30,1,57,0.15565498203137088,4.618840579710145,299
11,4,6,15,0.10544369909780744,6.5361872909699,299,4,1,14,0.10060460423901257,6.343255295429208,299
12,4,6,8,0.13128617853137267,5.352263099219621,299,4,1,8,0.19161044966673924,5.274247491638796,299
13,5,9,26,0.12474609793868413,5.624816053511705,299,5,1,23,0.33221428818745213,5.674738015607581,299
14,8,8,30,0.20614284542489636,5.895406911928651,299,6,1,14,0.24213071941393205,5.546465997770346,299
15,10,7,20,0.061874911485203445,5.486711259754738,299,11,1,20,0.07564644536449087,5.4683612040133776,299
16,4,26,41,0.045090885180168044,5.809966555183946,299,4,1,8,0.06693975579565814,6.04247491638796,299
17,10,17,24,0.0025246162261069174,5.714425863991082,299,9,1,13,0.07415712580144733,5.536454849498328,299
18,4,4,9,0.1008560456845764,5.726243032329989,299,4,1,6,0.04845174641568955,5.693221850613155,299
19,10,7,17,0.03693694774549659,6.044325529542921,299,9,1,11,0.019262064725458185,6.0892530657748045,299
