Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,17,18,0.07931237843424352,5.925507246376812,299,4,3,11,0.0919275459489443,5.41721293199554,299
2,21,37,104,0.11106037693851847,5.740557413600892,299,21,3,61,0.07372155968973515,5.604191750278707,299
3,8,40,44,0.10126702582264653,5.758907469342252,299,3,3,15,0.2577974925838651,5.66263099219621,299
4,4,26,71,0.0033777031236157913,5.864347826086957,299,8,3,33,0.0019438207634205958,5.482207357859532,299
5,12,74,111,0.0819655308844683,5.711571906354515,299,10,3,13,0.228874217262083,5.429944258639911,299
6,7,9,16,0.18033320642003792,5.820624303232999,299,7,3,12,0.04569435772246473,5.719308807134894,299
7,15,6,52,0.255255530367982,5.32644370122631,299,12,3,43,0.24635877072579648,5.3360758082497215,299
8,10,60,104,0.18555812328336485,5.9851282051282055,299,27,3,101,0.2220641000548048,5.710523968784838,299
9,26,11,93,0.0936046252705008,5.918706800445931,299,26,3,93,0.09570442968772518,5.505663322185061,299
10,29,8,99,0.17200564381578176,4.721806020066889,299,33,3,98,0.18550484909744225,4.633400222965441,299
11,4,31,48,0.10544369909780744,6.5361872909699,299,4,3,18,0.07609312520585704,5.8307023411371235,299
12,4,33,56,0.13128617853137267,5.352263099219621,299,4,3,20,0.1992341816550075,5.471594202898551,299
13,5,35,52,0.12474609793868413,5.624816053511705,299,5,3,14,0.12576435484357743,5.725150501672241,299
14,8,29,66,0.20614284542489636,5.895406911928651,299,8,3,22,0.15272762046982466,5.310055741360089,299
15,10,21,26,0.061874911485203445,5.486711259754738,299,10,3,25,0.15840223811952592,5.075629877369008,299
16,4,71,102,0.045090885180168044,5.809966555183946,299,4,3,25,0.0284706176258982,5.701270903010033,299
17,10,33,37,0.0025246162261069174,5.714425863991082,299,4,3,9,0.291111149743825,4.879687848383501,299
18,4,38,60,0.1008560456845764,5.726243032329989,299,4,3,14,0.054434523376361656,6.273199554069119,299
19,10,47,123,0.03693694774549659,6.044325529542921,299,6,3,36,0.09884456621296413,6.534648829431438,299
20,6,14,18,0.009012823674503652,5.416967670011148,299,6,3,14,0.023132468493370452,5.080936454849498,299
21,9,23,45,0.1721437726505739,5.996365663322185,299,4,3,21,0.2025003213587061,5.741092530657748,299
22,12,28,37,0.16179237374423328,6.19139353400223,299,12,3,32,0.30214150119042804,5.7610702341137126,299
23,4,36,77,0.15521336365338528,5.897369007803791,299,8,3,74,0.15361763240376705,5.925886287625418,299
24,4,14,20,0.19350446083072026,5.406243032329989,299,4,3,10,0.22433079802226996,4.910033444816054,299
