Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,31,17,38,0.07931237843424352,5.925507246376812,299,17,5,20,0.09852532998211698,5.450969899665552,299
2,121,37,213,0.11106037693851847,5.740557413600892,299,121,5,213,0.15551884006898023,6.041984392419175,299
3,78,40,96,0.10126702582264653,5.758907469342252,299,63,5,77,0.25096303793021857,5.754113712374582,299
4,111,26,247,0.0033777031236157913,5.864347826086957,299,151,5,247,0.0030280250443909945,5.617346711259755,299
5,81,74,215,0.0819655308844683,5.711571906354515,299,41,5,51,0.17735594487638273,5.484526198439242,299
6,44,9,56,0.18033320642003792,5.820624303232999,299,44,5,56,0.11174588322345273,5.783812709030101,299
7,71,6,83,0.255255530367982,5.32644370122631,299,71,5,83,0.24769189863255925,5.263567447045708,299
8,203,60,248,0.18555812328336485,5.9851282051282055,299,203,5,248,0.16844227956949087,5.811995540691193,299
9,148,11,212,0.0936046252705008,5.918706800445931,299,148,5,212,0.10017950793056224,5.6064214046822745,299
10,206,8,260,0.17200564381578176,4.721806020066889,299,206,5,260,0.17981807940765648,4.637079152731326,299
11,75,31,85,0.10544369909780744,6.5361872909699,299,35,5,41,0.02670705367419748,5.992240802675585,299
12,107,33,217,0.13128617853137267,5.352263099219621,299,120,5,216,0.23306010184508164,5.534046822742475,299
13,183,35,235,0.12474609793868413,5.624816053511705,299,188,5,235,0.44740916645905293,5.765707915273133,299
14,176,29,220,0.20614284542489636,5.895406911928651,299,176,5,220,0.2399212155821916,5.406109253065774,299
15,167,21,240,0.061874911485203445,5.486711259754738,299,181,5,240,0.13377398232926596,5.208182831661093,299
16,27,71,149,0.045090885180168044,5.809966555183946,299,27,5,32,0.02357174161658578,5.84365663322185,299
17,144,33,198,0.0025246162261069174,5.714425863991082,299,147,5,198,0.09995474175307219,4.997056856187291,299
18,53,38,186,0.1008560456845764,5.726243032329989,299,47,5,67,0.020260997218216045,6.330791527313266,299
19,168,47,215,0.03693694774549659,6.044325529542921,299,167,5,213,0.3469225912700521,6.540022296544036,299
20,198,14,237,0.009012823674503652,5.416967670011148,299,198,5,237,0.026346078692889987,5.289810479375697,299
21,23,23,82,0.1721437726505739,5.996365663322185,299,23,5,82,0.160760843866112,5.86891861761427,299
22,58,28,67,0.16179237374423328,6.19139353400223,299,58,5,67,0.2817035479250345,5.898996655518395,299
23,38,36,192,0.15521336365338528,5.897369007803791,299,92,5,192,0.4034632425394361,5.877279821627647,299
24,52,14,61,0.19350446083072026,5.406243032329989,299,43,5,51,0.23249955177115222,5.373823857302118,299
25,145,11,228,0.2188165965645329,5.769476031215162,299,134,5,216,0.19694245757902618,5.857413600891862,299
26,86,35,227,0.3523884249828385,5.823589743589744,299,139,5,221,0.29039991598976467,5.811059085841695,299
27,94,19,166,0.006273179123515847,6.034202898550725,299,101,5,166,0.025292885008350828,6.069765886287626,299
28,21,54,203,0.07425705652634519,5.225039018952063,299,44,5,203,0.01623426439831772,5.446399108138238,299
29,175,77,227,0.1126949754011122,5.044526198439242,299,178,5,227,0.03515336559760256,5.133244147157191,299
30,166,75,236,0.05366575135173719,5.006153846153846,299,179,5,236,0.1813140618044452,4.687513935340022,299
31,165,61,221,0.11013186567986182,4.734113712374582,299,167,5,221,0.07044563009398973,4.994782608695652,299
32,178,45,239,0.14470071044484203,5.562051282051282,299,178,5,239,0.48714202690523856,5.611661092530658,299
33,154,15,209,0.013813055726832193,5.0369676700111485,299,154,5,209,0.03861740194426322,5.079620958751393,299
34,132,11,173,0.38899911708237955,5.947558528428094,299,132,5,173,0.2895306132126836,5.895785953177257,299
35,34,16,75,0.05687190045479178,6.792954292084727,299,33,5,71,0.09995778825952008,6.4977480490523964,299
36,145,10,197,0.07244945476523276,5.29340022296544,299,146,5,197,0.09019554032758907,5.222452619843924,299
37,93,10,118,0.4187321484698301,5.67257525083612,299,93,5,118,0.4187321484698301,5.748026755852843,299
38,117,56,151,0.029829828809561497,5.695005574136009,299,113,5,147,0.016551688278199275,5.931750278706801,299
39,172,43,238,0.39821765939322196,6.228004459308807,299,172,5,238,0.5018239948998322,6.635942028985507,299
40,192,85,228,0.10923168298892778,5.27901895206243,299,192,5,228,0.18152282481645277,5.048026755852843,299
41,134,37,196,0.0986554635765809,5.48989966555184,299,123,5,156,0.07322364949571553,5.7270011148272015,299
42,71,9,98,0.21310340189195254,5.670657748049052,299,80,5,98,0.03324058557535965,5.553311036789298,299
43,130,31,177,0.05712049727965628,5.2901226309921965,299,130,5,173,0.026242609409669493,5.115117056856187,299
44,163,55,197,0.13013846935293302,6.263099219620959,299,144,5,167,0.2768989233928194,6.666867335562988,299
45,65,37,235,0.002994100849694382,5.82180602006689,299,125,5,235,0.13980705086505177,5.500044593088071,299
46,138,41,176,0.6399211574387471,6.335250836120402,299,138,5,176,0.6646577036280259,6.804526198439242,299
47,67,43,229,0.06205337496888233,5.327045707915273,299,104,5,229,0.04385926398630988,5.34082497212932,299
48,107,72,197,0.2662721152325376,6.520802675585284,299,51,5,62,0.9665762595873222,7.1520624303233,299
49,65,69,165,0.28682014814364953,5.814648829431438,299,36,5,43,0.14773850680088607,5.363634336677815,299
50,170,21,217,0.08330319940036783,5.1288963210702345,299,170,5,211,0.13067313708298778,4.662965440356745,299
51,189,54,239,0.19175397147076612,5.7154069119286515,299,189,5,239,0.11897197162650727,5.838060200668896,299
52,103,10,178,0.3555795333739128,5.506176142697882,299,103,5,172,0.04852087805819896,5.555161649944258,299
53,24,77,241,0.06612946434652679,5.169453734671126,299,24,5,63,0.2434328230635746,5.686020066889632,299
54,31,29,91,0.056909679227877256,5.074247491638796,299,41,5,91,0.029253263641550818,5.41422519509476,299
55,48,60,236,0.14780955429520162,5.05752508361204,299,69,5,236,0.04670561503628607,5.367246376811594,299
56,201,31,240,0.07487420890403716,5.378216276477146,299,201,5,240,0.10339855755875842,5.488316610925307,299
57,34,13,42,0.11651091044705225,5.932931995540692,299,23,5,38,0.07206836522345589,5.769141583054626,299
58,110,13,169,0.532617531728279,5.936633221850613,299,110,5,169,0.4966778690080974,5.873756967670011,299
59,112,66,204,0.25940832098680644,6.072107023411371,299,118,5,204,0.36868291984963886,5.653623188405797,299
60,112,9,204,0.20211844392547051,5.941872909698997,299,112,5,166,0.24472282909024856,5.991036789297659,299
61,164,24,230,0.22909159349117758,5.326622073578595,299,167,5,230,0.21524390913446334,5.31422519509476,299
62,59,59,201,0.20173462863153957,5.994247491638796,299,108,5,201,0.26582829043723233,6.203255295429209,299
63,85,35,224,0.13136117279132203,5.518037904124861,299,83,5,220,0.2623465637145539,5.911638795986622,299
64,41,27,162,0.0063428936109778036,5.489208472686734,299,54,5,162,0.11480196861279215,5.420379041248607,299
65,193,14,235,0.2872080231030043,5.4396432552954295,299,181,5,223,0.1847077623223049,5.471995540691193,299
66,34,48,168,0.02816546292748803,5.7215384615384615,299,47,5,168,0.03127707000286258,5.934448160535117,299
67,88,42,226,0.2125026282908904,5.924838350055741,299,100,5,212,0.2775126315989186,5.892441471571907,299
68,47,37,151,0.07225196500155302,7.276967670011148,299,96,5,146,0.1065826317591195,6.458885172798216,299
69,145,12,233,0.08531648098086178,5.155629877369008,299,147,5,233,0.1289428457291418,4.985997770345596,299
70,76,25,95,0.04629308312842597,5.795562987736901,299,76,5,95,0.1308410461576605,5.673377926421405,299
71,68,36,180,0.2242370836507792,5.886243032329989,299,98,5,176,0.20194945332713155,5.091103678929766,299
72,178,13,204,0.24847777644575098,5.3589966555183945,299,177,5,203,0.24151083032279763,5.158216276477146,299
73,49,21,233,0.13497730198591248,5.312396878483835,299,61,5,233,0.006723959272118953,5.326733556298774,299
74,77,57,221,0.046492801037664316,5.770702341137124,299,117,5,221,0.05400245950507993,5.115741360089186,299
75,57,29,74,0.06536549081582851,5.306845039018952,299,57,5,74,0.19344580452748994,5.1235451505016725,299
76,147,63,217,0.021419122147799518,5.609966555183947,299,123,5,189,0.07569560997977738,5.465975473801561,299
77,152,83,254,0.3065254246261411,5.437146042363434,299,169,5,254,0.25010258110910477,5.774113712374582,299
78,128,14,203,0.4529269496471753,6.0434336677814935,299,130,5,196,0.499070329969336,5.9051727982162765,299
79,34,84,223,0.15818448293266907,5.517257525083612,299,25,5,70,0.3779904613677457,5.913623188405797,299
80,123,102,251,0.2328871625330472,5.1464882943143815,299,162,5,240,0.21943744021038947,5.536276477146043,299
81,163,11,218,0.08312335970152053,5.314113712374582,299,163,5,213,0.06049830043011068,5.310858416945374,299
82,125,64,233,0.05571991010012398,5.232084726867336,299,160,5,233,0.03467728907459135,5.714269788182832,299
83,52,25,68,0.18357287042720993,5.786755852842809,299,52,5,68,0.26473422565642835,5.630969899665552,299
84,172,20,212,0.17532505052800595,5.621382385730212,299,172,5,212,0.1406286187000438,5.656610925306578,299
85,148,23,242,0.06270669950753174,6.402408026755853,299,149,5,240,0.16603743650428293,6.143210702341137,299
86,153,26,204,0.08296180402232481,6.253288740245262,299,141,5,192,0.1843403708922683,6.0834113712374585,299
87,62,39,222,0.0280066020918544,6.040423634336678,299,75,5,222,0.014991247988035663,5.763322185061315,299
88,54,24,67,0.11344708218824763,5.638283166109253,299,28,5,32,0.5442969368347823,5.379643255295429,299
89,17,14,41,0.2576105727017034,5.235518394648829,299,17,5,19,0.3187348881587847,5.04164994425864,299
90,53,13,193,0.24605605986500345,6.006265328874025,299,62,5,193,0.371176182096406,6.001449275362319,299
91,123,58,225,0.5526599053026077,6.457770345596432,299,115,5,217,0.4424274117503484,6.2035451505016725,299
92,67,30,163,0.09886415830502684,6.339197324414716,299,80,5,141,0.18690783988541537,7.011571906354515,299
93,77,8,116,0.12000781126649136,5.2903232998885175,299,78,5,116,0.11177056047658779,5.323522853957637,299
