Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
43,130,31,177,0.05712049727965628,5.2901226309921965,299,130,3,166,0.030202746419246505,5.110702341137124,299
44,163,55,197,0.13013846935293302,6.263099219620959,299,144,3,167,0.20354981262219973,6.604593088071349,299
45,65,37,235,0.002994100849694382,5.82180602006689,299,130,3,235,0.16530845485297552,5.428940914158305,299
46,138,41,176,0.6399211574387471,6.335250836120402,299,144,3,176,0.5074488551414765,6.709208472686734,299
47,67,43,229,0.06205337496888233,5.327045707915273,299,105,3,229,0.05687895405185867,5.2443478260869565,299
48,107,72,197,0.2662721152325376,6.520802675585284,299,50,3,60,0.8962972790354293,6.89654403567447,299
49,65,69,165,0.28682014814364953,5.814648829431438,299,34,3,41,0.14116526703197335,5.2902118171683385,299
50,170,21,217,0.08330319940036783,5.1288963210702345,299,168,3,207,0.17521732464676953,4.587759197324415,299
51,189,54,239,0.19175397147076612,5.7154069119286515,299,189,3,239,0.06695790008538031,5.935273132664437,299
52,103,10,178,0.3555795333739128,5.506176142697882,299,103,3,170,0.05711639580138885,5.555607580824972,299
53,24,77,241,0.06612946434652679,5.169453734671126,299,24,3,61,0.13786383542548755,5.5773244147157195,299
54,31,29,91,0.056909679227877256,5.074247491638796,299,43,3,91,0.039637235177116,5.432129319955407,299
55,48,60,236,0.14780955429520162,5.05752508361204,299,73,3,236,0.06481589303381392,5.339375696767001,299
56,201,31,240,0.07487420890403716,5.378216276477146,299,201,3,240,0.04306958144045573,5.40051282051282,299
57,34,13,42,0.11651091044705225,5.932931995540692,299,23,3,38,0.021602079582426107,5.703232998885173,299
58,110,13,169,0.532617531728279,5.936633221850613,299,113,3,169,0.41770468982037345,5.852307692307693,299
59,112,66,204,0.25940832098680644,6.072107023411371,299,115,3,199,0.2734066099607423,5.657302118171684,299
60,112,9,204,0.20211844392547051,5.941872909698997,299,118,3,166,0.07668586928114503,5.834002229654404,299
61,164,24,230,0.22909159349117758,5.326622073578595,299,165,3,228,0.1999939767399982,5.309698996655518,299
62,59,59,201,0.20173462863153957,5.994247491638796,299,110,3,196,0.3285823008229122,6.099888517279822,299
63,85,35,224,0.13136117279132203,5.518037904124861,299,83,3,218,0.19181949510017582,5.7327313266443705,299
64,41,27,162,0.0063428936109778036,5.489208472686734,299,59,3,159,0.03391922950346036,5.319241917502787,299
65,193,14,235,0.2872080231030043,5.4396432552954295,299,181,3,221,0.19567288174766895,5.445730211817168,299
66,34,48,168,0.02816546292748803,5.7215384615384615,299,48,3,168,0.04808167426250133,5.931772575250836,299
67,88,42,226,0.2125026282908904,5.924838350055741,299,106,3,212,0.25289547268705914,5.80778149386845,299
68,47,37,151,0.07225196500155302,7.276967670011148,299,101,3,146,0.33994764353075624,6.385752508361204,299
69,145,12,233,0.08531648098086178,5.155629877369008,299,147,3,233,0.4566881432483312,4.861694537346711,299
70,76,25,95,0.04629308312842597,5.795562987736901,299,76,3,95,0.0910658366950979,5.590702341137124,299
71,68,36,180,0.2242370836507792,5.886243032329989,299,97,3,171,0.3051580755523352,4.985239687848384,299
72,178,13,204,0.24847777644575098,5.3589966555183945,299,175,3,201,0.23900318190165604,5.19406911928651,299
73,49,21,233,0.13497730198591248,5.312396878483835,299,62,3,233,0.004623969545412382,5.252530657748049,299
74,77,57,221,0.046492801037664316,5.770702341137124,299,119,3,221,0.2986729204387415,5.0888071348940915,299
75,57,29,74,0.06536549081582851,5.306845039018952,299,58,3,74,0.24167093939365158,5.086042363433668,299
76,147,63,217,0.021419122147799518,5.609966555183947,299,124,3,189,0.14486991694268847,5.433779264214047,299
77,152,83,254,0.3065254246261411,5.437146042363434,299,169,3,253,0.3973219081040842,5.6753846153846155,299
78,128,14,203,0.4529269496471753,6.0434336677814935,299,131,3,192,0.19903140150551624,5.820891861761427,299
79,34,84,223,0.15818448293266907,5.517257525083612,299,26,3,68,0.23561933052685713,5.907469342251951,299
80,123,102,251,0.2328871625330472,5.1464882943143815,299,166,3,240,0.16691525904715832,5.407045707915273,299
81,163,11,218,0.08312335970152053,5.314113712374582,299,167,3,208,0.07250580829582978,5.273221850613155,299
82,125,64,233,0.05571991010012398,5.232084726867336,299,162,3,233,0.001358551756686407,5.620066889632107,299
83,52,25,68,0.18357287042720993,5.786755852842809,299,52,3,68,0.4247971737193442,5.502408026755853,299
84,172,20,212,0.17532505052800595,5.621382385730212,299,172,3,212,0.1087637877182855,5.634425863991082,299
85,148,23,242,0.06270669950753174,6.402408026755853,299,150,3,240,0.44520232856210307,6.097703455964326,299
86,153,26,204,0.08296180402232481,6.253288740245262,299,148,3,190,0.3033574736538496,5.924325529542921,299
87,62,39,222,0.0280066020918544,6.040423634336678,299,77,3,218,0.024991174163170923,5.8,299
88,54,24,67,0.11344708218824763,5.638283166109253,299,26,3,30,0.4746743687512469,5.108651059085842,299
89,17,14,41,0.2576105727017034,5.235518394648829,299,17,3,19,0.30988495153120266,4.99241917502787,299
90,53,13,193,0.24605605986500345,6.006265328874025,299,67,3,193,0.2046634904622664,5.924013377926421,299
91,123,58,225,0.5526599053026077,6.457770345596432,299,117,3,215,0.5288302768076174,6.069520624303233,299
92,67,30,163,0.09886415830502684,6.339197324414716,299,92,3,141,0.24359482652602227,6.893823857302118,299
93,77,8,116,0.12000781126649136,5.2903232998885175,299,79,3,116,0.06973835311629395,5.2787290969899665,299
94,96,72,213,0.022862618856058232,5.6119955406911926,299,34,3,47,0.14006014524829805,5.245863991081382,299
95,148,59,230,0.13525273917184266,5.470769230769231,299,101,3,128,0.05898930140343644,5.425306577480491,299
96,52,16,61,0.015959245621468457,5.453333333333333,299,52,3,61,0.1202936313507219,5.388717948717948,299
97,117,44,154,0.13392018314549803,5.333377926421405,299,122,3,154,0.059103451840816015,4.927647714604237,299
98,146,7,206,0.249854319337507,4.954425863991081,299,152,3,206,0.25256493154158066,4.843389074693422,299
99,199,39,233,0.04143020908726572,5.601672240802675,299,162,3,186,0.270349016720819,5.888494983277592,299
100,76,75,204,0.12372347867470844,5.463344481605351,299,108,3,195,0.09700073703284467,5.421895206243033,299
