Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,7,50,98,0.07931237843424352,5.925507246376812,299,3,55,97,0.07240184203902811,5.860735785953177,299
2,71,112,228,0.11106037693851847,5.740557413600892,299,3,159,220,0.12563073409155454,6.109208472686734,299
3,15,73,89,0.10126702582264653,5.758907469342252,299,3,73,89,0.1742537521296006,5.761895206243032,299
4,39,155,198,0.0033777031236157913,5.864347826086957,299,3,167,197,0.0004526217147939374,5.856900780379041,299
5,31,143,214,0.0819655308844683,5.711571906354515,299,3,94,145,0.07401229069643318,5.765641025641026,299
6,14,76,95,0.18033320642003792,5.820624303232999,299,3,76,93,0.045982579676535,5.625105908584169,299
7,39,66,78,0.255255530367982,5.32644370122631,299,3,66,78,0.36157266538739086,5.391438127090301,299
8,21,146,209,0.18555812328336485,5.9851282051282055,299,3,142,201,0.2769037147259208,5.684214046822743,299
9,71,43,247,0.0936046252705008,5.918706800445931,299,3,66,245,0.037965071598903916,5.4855964325529545,299
10,63,22,200,0.17200564381578176,4.721806020066889,299,3,80,200,0.04319535224092251,4.871661092530657,299
11,33,67,90,0.10544369909780744,6.5361872909699,299,3,67,90,0.05294304011533601,6.587179487179487,299
12,10,182,216,0.13128617853137267,5.352263099219621,299,3,174,206,0.09642221400885863,5.192396878483835,299
13,20,82,244,0.12474609793868413,5.624816053511705,299,3,97,240,0.041920086711685726,5.40149386845039,299
14,24,64,114,0.20614284542489636,5.895406911928651,299,3,77,111,0.09291404192222408,5.659108138238573,299
15,20,38,46,0.061874911485203445,5.486711259754738,299,3,30,42,0.3637379946546401,5.180267558528428,299
16,6,121,166,0.045090885180168044,5.809966555183946,299,3,121,166,0.0577336266219527,5.835830546265329,299
17,80,146,178,0.0025246162261069174,5.714425863991082,299,3,146,178,0.09868175013234211,5.20278706800446,299
18,18,77,140,0.1008560456845764,5.726243032329989,299,3,96,140,0.10109763669930413,5.515384615384615,299
19,52,157,220,0.03693694774549659,6.044325529542921,299,3,118,152,0.371653692941476,7.28479375696767,299
20,40,43,56,0.009012823674503652,5.416967670011148,299,3,30,33,0.16512747558724306,4.714492753623189,299
21,16,78,95,0.1721437726505739,5.996365663322185,299,3,78,95,0.05236601851394942,5.669899665551839,299
22,28,108,216,0.16179237374423328,6.19139353400223,299,3,139,212,0.6457887426078553,6.3356744704570795,299
23,10,91,192,0.15521336365338528,5.897369007803791,299,3,108,192,0.0957850942202648,5.703723522853958,299
24,11,30,31,0.19350446083072026,5.406243032329989,299,3,30,31,0.21798385445664437,5.408673355629877,299
25,57,48,190,0.2188165965645329,5.769476031215162,299,3,43,53,0.19527560785714604,5.732352285395764,299
26,32,82,256,0.3523884249828385,5.823589743589744,299,3,157,256,0.23452840795679908,5.086956521739131,299
27,13,87,145,0.006273179123515847,6.034202898550725,299,3,92,145,0.2311031308120517,5.752686733556299,299
28,9,104,212,0.07425705652634519,5.225039018952063,299,3,103,200,0.10492254277984271,5.12231884057971,299
29,59,152,244,0.1126949754011122,5.044526198439242,299,3,158,244,0.22245718594456765,4.5944258639910815,299
30,44,104,235,0.05366575135173719,5.006153846153846,299,3,151,235,0.1985738016548444,4.698996655518394,299
31,14,161,218,0.11013186567986182,4.734113712374582,299,3,161,218,0.19666836104032204,4.540535117056856,299
32,107,140,221,0.14470071044484203,5.562051282051282,299,3,141,216,0.18785839492034628,5.080111482720178,299
33,90,76,236,0.013813055726832193,5.0369676700111485,299,3,125,236,0.09558515090052061,4.589721293199554,299
34,25,120,202,0.38899911708237955,5.947558528428094,299,3,121,174,0.3588166649495922,5.841984392419175,299
35,7,58,76,0.05687190045479178,6.792954292084727,299,3,58,76,0.04752508035374025,6.724882943143813,299
36,14,110,130,0.07244945476523276,5.29340022296544,299,3,110,130,0.21074999572076303,5.201962095875139,299
37,42,17,139,0.4187321484698301,5.67257525083612,299,3,17,33,0.2202392963830574,5.528428093645485,299
