Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,7,17,36,0.07931237843424352,5.925507246376812,299,3,17,35,0.07240184203902811,5.860735785953177,299
2,71,37,163,0.11106037693851847,5.740557413600892,299,3,70,149,0.12563073409155454,6.109208472686734,299
3,15,40,59,0.10126702582264653,5.758907469342252,299,3,26,39,0.1742537521296006,5.761895206243032,299
4,39,26,128,0.0033777031236157913,5.864347826086957,299,3,36,125,0.0004526217147939374,5.856900780379041,299
5,31,74,172,0.0819655308844683,5.711571906354515,299,3,56,122,0.07401229069643318,5.765641025641026,299
6,14,9,19,0.18033320642003792,5.820624303232999,299,3,9,17,0.045982579676535,5.625105908584169,299
7,39,6,67,0.255255530367982,5.32644370122631,299,3,18,58,0.36157266538739086,5.391438127090301,299
8,21,60,173,0.18555812328336485,5.9851282051282055,299,3,62,149,0.2769037147259208,5.684214046822743,299
9,71,11,161,0.0936046252705008,5.918706800445931,299,3,32,159,0.037965071598903916,5.4855964325529545,299
10,63,8,140,0.17200564381578176,4.721806020066889,299,3,37,140,0.04319535224092251,4.871661092530657,299
11,33,31,63,0.10544369909780744,6.5361872909699,299,3,31,63,0.05294304011533601,6.587179487179487,299
12,10,33,74,0.13128617853137267,5.352263099219621,299,3,33,74,0.09642221400885863,5.192396878483835,299
13,20,35,144,0.12474609793868413,5.624816053511705,299,3,50,118,0.041920086711685726,5.40149386845039,299
14,24,29,99,0.20614284542489636,5.895406911928651,299,3,35,96,0.09291404192222408,5.659108138238573,299
15,20,21,36,0.061874911485203445,5.486711259754738,299,3,21,35,0.3637379946546401,5.180267558528428,299
16,6,71,119,0.045090885180168044,5.809966555183946,299,3,71,119,0.0577336266219527,5.835830546265329,299
17,80,33,151,0.0025246162261069174,5.714425863991082,299,3,81,145,0.09868175013234211,5.20278706800446,299
18,18,38,101,0.1008560456845764,5.726243032329989,299,3,54,101,0.10109763669930413,5.515384615384615,299
19,52,47,155,0.03693694774549659,6.044325529542921,299,3,33,56,0.371653692941476,7.28479375696767,299
20,40,14,51,0.009012823674503652,5.416967670011148,299,3,10,29,0.16512747558724306,4.714492753623189,299
21,16,23,63,0.1721437726505739,5.996365663322185,299,3,25,59,0.05236601851394942,5.669899665551839,299
22,28,28,51,0.16179237374423328,6.19139353400223,299,3,28,51,0.6457887426078553,6.3356744704570795,299
23,10,36,116,0.15521336365338528,5.897369007803791,299,3,46,113,0.0957850942202648,5.703723522853958,299
24,11,14,24,0.19350446083072026,5.406243032329989,299,3,14,22,0.21798385445664437,5.408673355629877,299
25,57,11,143,0.2188165965645329,5.769476031215162,299,3,11,40,0.19527560785714604,5.732352285395764,299
26,32,35,172,0.3523884249828385,5.823589743589744,299,3,70,172,0.23452840795679908,5.086956521739131,299
27,13,19,93,0.006273179123515847,6.034202898550725,299,3,31,93,0.2311031308120517,5.752686733556299,299
28,9,54,147,0.07425705652634519,5.225039018952063,299,3,55,134,0.10492254277984271,5.12231884057971,299
