Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,31,17,38,0.07931237843424352,5.925507246376812,299,3,17,32,0.02794805125636289,5.9512597547380155,299
2,121,37,213,0.11106037693851847,5.740557413600892,299,3,78,191,0.19838332767999,5.376878483835005,299
3,78,40,96,0.10126702582264653,5.758907469342252,299,3,9,20,0.20536324968885855,4.509743589743589,299
4,111,26,247,0.0033777031236157913,5.864347826086957,299,3,62,137,0.04273266749208454,5.072709030100334,299
5,81,74,215,0.0819655308844683,5.711571906354515,299,3,49,115,0.06149255338565709,5.634515050167224,299
6,44,9,56,0.18033320642003792,5.820624303232999,299,3,9,23,0.03597418161947086,4.791415830546265,299
7,71,6,83,0.255255530367982,5.32644370122631,299,3,31,68,0.13063361528636544,5.095629877369007,299
8,203,60,248,0.18555812328336485,5.9851282051282055,299,3,90,210,0.2535125876632265,5.359799331103679,299
9,148,11,212,0.0936046252705008,5.918706800445931,299,3,63,197,0.2354179919716347,4.715072463768116,299
10,206,8,260,0.17200564381578176,4.721806020066889,299,3,87,254,0.16551878080055327,3.753645484949833,299
11,75,31,85,0.10544369909780744,6.5361872909699,299,3,11,15,0.09762157682505586,5.143277591973244,299
12,107,33,217,0.13128617853137267,5.352263099219621,299,3,67,175,0.1108397178045538,4.735139353400223,299
13,183,35,235,0.12474609793868413,5.624816053511705,299,3,85,214,0.10212371869098873,3.9756744704570792,299
14,176,29,220,0.20614284542489636,5.895406911928651,299,3,12,43,0.06838003086335556,5.552976588628763,299
15,167,21,240,0.061874911485203445,5.486711259754738,299,3,48,187,0.18958810150328465,5.629765886287625,299
16,27,71,149,0.045090885180168044,5.809966555183946,299,3,76,149,0.03712632898723704,5.513534002229655,299
17,144,33,198,0.0025246162261069174,5.714425863991082,299,3,9,13,0.08680214976240283,3.9897212931995543,299
18,53,38,186,0.1008560456845764,5.726243032329989,299,3,38,120,0.04935614286716421,5.544370122630992,299
19,168,47,215,0.03693694774549659,6.044325529542921,299,3,6,22,0.21637246086330475,5.197346711259755,299
20,198,14,237,0.009012823674503652,5.416967670011148,299,3,48,159,0.03395438741822166,5.54098104793757,299
21,23,23,82,0.1721437726505739,5.996365663322185,299,3,35,80,0.021248305201526808,5.248517279821628,299
22,58,28,67,0.16179237374423328,6.19139353400223,299,3,27,52,0.20983023081838237,5.658795986622073,299
23,38,36,192,0.15521336365338528,5.897369007803791,299,3,61,154,0.12179173962648161,5.319108138238573,299
24,52,14,61,0.19350446083072026,5.406243032329989,299,3,11,16,0.147648229614271,5.209208472686734,299
25,145,11,228,0.2188165965645329,5.769476031215162,299,3,37,184,0.2192417388987573,5.158795986622073,299
26,86,35,227,0.3523884249828385,5.823589743589744,299,3,76,220,0.1910273623842842,4.402452619843924,299
27,94,19,166,0.006273179123515847,6.034202898550725,299,3,55,141,0.041727493051812725,5.747803790412486,299
28,21,54,203,0.07425705652634519,5.225039018952063,299,3,69,198,0.0505046155260877,4.618127090301003,299
29,175,77,227,0.1126949754011122,5.044526198439242,299,3,19,32,0.20199901574930856,4.143411371237458,299
30,166,75,236,0.05366575135173719,5.006153846153846,299,3,108,232,0.19972582622080892,3.9557859531772577,299
31,165,61,221,0.11013186567986182,4.734113712374582,299,3,81,203,0.12902647573700732,4.335183946488295,299
32,178,45,239,0.14470071044484203,5.562051282051282,299,3,51,112,0.04949408013086525,5.058305462653289,299
33,154,15,209,0.013813055726832193,5.0369676700111485,299,3,12,39,0.1438851166519798,4.045953177257525,299
34,132,11,173,0.38899911708237955,5.947558528428094,299,3,43,122,0.05481566628209007,5.035473801560758,299
35,34,16,75,0.05687190045479178,6.792954292084727,299,3,19,36,0.04919260658362247,6.263032329988851,299
36,145,10,197,0.07244945476523276,5.29340022296544,299,3,7,16,0.06340372228597839,4.77917502787068,299
37,93,10,118,0.4187321484698301,5.67257525083612,299,3,5,9,0.28418404740061054,5.0780379041248604,299
38,117,56,151,0.029829828809561497,5.695005574136009,299,3,10,15,0.07138767109217443,4.610680044593088,299
39,172,43,238,0.39821765939322196,6.228004459308807,299,3,87,183,0.12270172908754907,5.290590858416945,299
40,192,85,228,0.10923168298892778,5.27901895206243,299,3,20,33,0.15895125094728046,4.3997993311036785,299
