Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,17,18,0.07931237843424352,5.925507246376812,299,4,5,5,0.09524978804452393,5.384347826086956,299,4,5,5,0.09524978804452393,5.384347826086956,299
2,21,37,104,0.11106037693851847,5.740557413600892,299,4,5,5,0.06202075445154992,5.625797101449275,299,4,5,5,0.06202075445154992,5.625797101449275,299
3,8,40,44,0.10126702582264653,5.758907469342252,299,3,5,5,0.20731526403502554,5.597302118171683,299,3,5,5,0.20731526403502554,5.597302118171683,299
4,4,26,71,0.0033777031236157913,5.864347826086957,299,4,5,5,0.033533493718356844,5.405752508361204,299,4,5,5,0.033533493718356844,5.405752508361204,299
5,12,74,111,0.0819655308844683,5.711571906354515,299,3,5,5,0.26665982696181434,5.169921962095875,299,3,5,5,0.26665982696181434,5.169921962095875,299
6,7,9,16,0.18033320642003792,5.820624303232999,299,4,5,5,0.07560434575555611,5.700133779264214,299,4,5,5,0.07560434575555611,5.700133779264214,299
7,15,6,52,0.255255530367982,5.32644370122631,299,4,5,5,0.4017276134128711,5.143924191750279,299,4,5,5,0.4017276134128711,5.143924191750279,299
8,10,60,104,0.18555812328336485,5.9851282051282055,299,5,5,5,0.2202677501771969,5.431103678929766,299,5,5,5,0.2202677501771969,5.431103678929766,299
9,26,11,93,0.0936046252705008,5.918706800445931,299,3,5,5,0.10785554026800591,5.819375696767001,299,3,5,5,0.10785554026800591,5.819375696767001,299
10,29,8,99,0.17200564381578176,4.721806020066889,299,4,5,5,0.10216679255544081,4.8016276477146045,299,4,5,5,0.10216679255544081,4.8016276477146045,299
11,4,31,48,0.10544369909780744,6.5361872909699,299,4,5,5,0.07915967435914376,5.7266889632107025,299,4,5,5,0.07915967435914376,5.7266889632107025,299
12,4,33,56,0.13128617853137267,5.352263099219621,299,4,4,5,0.2528378566131383,5.711861761426979,299,4,4,5,0.2528378566131383,5.711861761426979,299
13,5,35,52,0.12474609793868413,5.624816053511705,299,4,5,5,0.13127965671081168,5.702586399108138,299,4,5,5,0.13127965671081168,5.702586399108138,299
14,8,29,66,0.20614284542489636,5.895406911928651,299,4,5,5,0.34970402866435346,5.400267558528428,299,4,5,5,0.34970402866435346,5.400267558528428,299
15,10,21,26,0.061874911485203445,5.486711259754738,299,3,5,5,0.2758336073380244,4.687045707915273,299,3,5,5,0.2758336073380244,4.687045707915273,299
16,4,71,102,0.045090885180168044,5.809966555183946,299,2,5,5,0.1389653213454893,5.454358974358974,299,2,5,5,0.1389653213454893,5.454358974358974,299
17,10,33,37,0.0025246162261069174,5.714425863991082,299,5,5,5,0.14637802703499483,4.886086956521739,299,5,5,5,0.14637802703499483,4.886086956521739,299
18,4,38,60,0.1008560456845764,5.726243032329989,299,3,5,5,0.01069730133593504,6.29948717948718,299,3,5,5,0.01069730133593504,6.29948717948718,299
19,10,47,123,0.03693694774549659,6.044325529542921,299,4,5,5,0.5096084235100223,6.825886287625418,299,4,5,5,0.5096084235100223,6.825886287625418,299
20,6,14,18,0.009012823674503652,5.416967670011148,299,4,5,5,0.03502352215247074,5.038773690078038,299,4,5,5,0.03502352215247074,5.038773690078038,299
21,9,23,45,0.1721437726505739,5.996365663322185,299,4,4,5,0.17734224957518185,5.4111259754738015,299,4,4,5,0.17734224957518185,5.4111259754738015,299
22,12,28,37,0.16179237374423328,6.19139353400223,299,3,5,5,0.40253510377171775,5.534314381270903,299,3,5,5,0.40253510377171775,5.534314381270903,299
23,4,36,77,0.15521336365338528,5.897369007803791,299,3,5,5,0.5543113166405929,5.8298550724637686,299,3,5,5,0.5543113166405929,5.8298550724637686,299
24,4,14,20,0.19350446083072026,5.406243032329989,299,4,5,5,0.22217998827739827,5.303344481605351,299,4,5,5,0.22217998827739827,5.303344481605351,299
25,17,11,95,0.2188165965645329,5.769476031215162,299,3,5,5,0.2651602411363606,5.896298773690078,299,3,5,5,0.2651602411363606,5.896298773690078,299
26,5,35,76,0.3523884249828385,5.823589743589744,299,3,4,5,0.1534661611235666,5.223901895206243,299,3,4,5,0.1534661611235666,5.223901895206243,299
27,8,19,61,0.006273179123515847,6.034202898550725,299,4,5,5,0.015454580990521743,5.46298773690078,299,4,5,5,0.015454580990521743,5.46298773690078,299
28,7,54,110,0.07425705652634519,5.225039018952063,299,4,4,5,0.09040364687091425,4.8306354515050165,299,4,4,5,0.09040364687091425,4.8306354515050165,299
