Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,50,50,0.07931237843424352,5.925507246376812,299,4,5,5,0.13032535627993674,5.524816053511706,299,4,5,5,0.13032535627993674,5.524816053511706,299
2,21,112,210,0.11106037693851847,5.740557413600892,299,4,5,5,0.235766378264883,4.76298773690078,299,4,5,5,0.235766378264883,4.76298773690078,299
3,8,73,81,0.10126702582264653,5.758907469342252,299,3,5,5,0.17927375520043598,5.306465997770346,299,3,5,5,0.17927375520043598,5.306465997770346,299
4,4,155,191,0.0033777031236157913,5.864347826086957,299,4,5,5,0.09754898154730596,5.46726867335563,299,4,5,5,0.09754898154730596,5.46726867335563,299
5,12,143,177,0.0819655308844683,5.711571906354515,299,3,5,5,0.2514798213066278,4.697502787068005,299,3,5,5,0.2514798213066278,4.697502787068005,299
6,7,76,86,0.18033320642003792,5.820624303232999,299,4,5,5,0.16417399357165474,4.879977703455964,299,4,5,5,0.16417399357165474,4.879977703455964,299
7,15,66,70,0.255255530367982,5.32644370122631,299,4,5,5,0.3239688974098499,4.603366778149387,299,4,5,5,0.3239688974098499,4.603366778149387,299
8,10,146,162,0.18555812328336485,5.9851282051282055,299,5,5,5,0.3277844076782761,4.8997993311036785,299,5,5,5,0.3277844076782761,4.8997993311036785,299
9,26,43,195,0.0936046252705008,5.918706800445931,299,3,5,5,0.2516148391415961,4.752954292084727,299,3,5,5,0.2516148391415961,4.752954292084727,299
10,29,22,174,0.17200564381578176,4.721806020066889,299,3,5,5,0.19704095241384978,4.143745819397993,299,3,5,5,0.19704095241384978,4.143745819397993,299
11,4,67,77,0.10544369909780744,6.5361872909699,299,4,5,5,0.09493394880822127,5.355652173913043,299,4,5,5,0.09493394880822127,5.355652173913043,299
12,4,182,199,0.13128617853137267,5.352263099219621,299,4,5,5,0.24992124619706624,4.848561872909699,299,4,5,5,0.24992124619706624,4.848561872909699,299
13,5,82,100,0.12474609793868413,5.624816053511705,299,3,5,5,0.1879766069636103,4.339799331103679,299,3,5,5,0.1879766069636103,4.339799331103679,299
14,8,64,87,0.20614284542489636,5.895406911928651,299,3,5,5,0.29636467736394323,5.314180602006689,299,3,5,5,0.29636467736394323,5.314180602006689,299
15,10,38,41,0.061874911485203445,5.486711259754738,299,3,5,5,0.2901947908045934,4.313979933110368,299,3,5,5,0.2901947908045934,4.313979933110368,299
16,4,121,154,0.045090885180168044,5.809966555183946,299,2,5,5,0.22513766350216324,4.450702341137124,299,2,5,5,0.22513766350216324,4.450702341137124,299
17,10,146,160,0.0025246162261069174,5.714425863991082,299,4,5,5,0.1620390579776868,4.435964325529543,299,4,5,5,0.1620390579776868,4.435964325529543,299
18,4,77,98,0.1008560456845764,5.726243032329989,299,3,5,5,0.01576326651202906,6.20278706800446,299,3,5,5,0.01576326651202906,6.20278706800446,299
19,10,157,190,0.03693694774549659,6.044325529542921,299,4,5,5,0.16116795197484346,5.366220735785953,299,4,5,5,0.16116795197484346,5.366220735785953,299
20,6,43,48,0.009012823674503652,5.416967670011148,299,4,5,5,0.07345443048317712,4.3132441471571905,299,4,5,5,0.07345443048317712,4.3132441471571905,299
21,9,78,89,0.1721437726505739,5.996365663322185,299,3,5,5,0.1078308138514246,4.995964325529543,299,3,5,5,0.1078308138514246,4.995964325529543,299
