Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,4,6,7,0.07931237843424352,5.925507246376812,299,1,1,1,0.05918471724382923,5.782943143812709,299,1,1,1,0.05918471724382923,5.782943143812709,299
2,21,13,46,0.11106037693851847,5.740557413600892,299,1,1,1,0.029775596853954676,5.574358974358974,299,1,1,1,0.029775596853954676,5.574358974358974,299
3,8,7,11,0.10126702582264653,5.758907469342252,299,1,1,1,0.3578930988092326,5.664615384615384,299,1,1,1,0.3578930988092326,5.664615384615384,299
4,4,4,20,0.0033777031236157913,5.864347826086957,299,1,1,1,0.013276014169316569,5.48082497212932,299,1,1,1,0.013276014169316569,5.48082497212932,299
5,12,30,62,0.0819655308844683,5.711571906354515,299,1,1,1,0.10596739361485757,5.2907023411371235,299,1,1,1,0.10596739361485757,5.2907023411371235,299
6,7,4,10,0.18033320642003792,5.820624303232999,299,1,1,1,0.40140119255523743,5.5258193979933115,299,1,1,1,0.40140119255523743,5.5258193979933115,299
7,15,4,27,0.255255530367982,5.32644370122631,299,1,1,1,0.13090648530621005,5.506978818283166,299,1,1,1,0.13090648530621005,5.506978818283166,299
8,10,16,50,0.18555812328336485,5.9851282051282055,299,1,1,1,0.28408612546338186,5.879085841694537,299,1,1,1,0.28408612546338186,5.879085841694537,299
9,26,4,48,0.0936046252705008,5.918706800445931,299,1,1,1,0.12527937438912087,5.213801560758083,299,1,1,1,0.12527937438912087,5.213801560758083,299
10,29,3,58,0.17200564381578176,4.721806020066889,299,1,1,1,0.06130982846079553,4.671103678929766,299,1,1,1,0.06130982846079553,4.671103678929766,299
11,4,6,15,0.10544369909780744,6.5361872909699,299,1,1,1,0.0502489248747325,6.0947380156075806,299,1,1,1,0.0502489248747325,6.0947380156075806,299
12,4,6,8,0.13128617853137267,5.352263099219621,299,1,1,1,0.12365763105773617,5.231415830546266,299,1,1,1,0.12365763105773617,5.231415830546266,299
13,5,9,26,0.12474609793868413,5.624816053511705,299,1,1,1,0.15595860087709573,5.742073578595318,299,1,1,1,0.15595860087709573,5.742073578595318,299
14,8,8,30,0.20614284542489636,5.895406911928651,299,1,1,1,0.19154768907517317,5.217146042363433,299,1,1,1,0.19154768907517317,5.217146042363433,299
15,10,7,20,0.061874911485203445,5.486711259754738,299,1,1,1,0.17953555682411848,5.1692307692307695,299,1,1,1,0.17953555682411848,5.1692307692307695,299
16,4,26,41,0.045090885180168044,5.809966555183946,299,1,1,1,0.02367856555504775,5.898305462653289,299,1,1,1,0.02367856555504775,5.898305462653289,299
17,10,17,24,0.0025246162261069174,5.714425863991082,299,1,1,1,0.01636376815905471,5.074158305462653,299,1,1,1,0.01636376815905471,5.074158305462653,299
18,4,4,9,0.1008560456845764,5.726243032329989,299,1,1,1,0.04444794040827866,5.479241917502787,299,1,1,1,0.04444794040827866,5.479241917502787,299
19,10,7,17,0.03693694774549659,6.044325529542921,299,1,1,1,0.17189943959060294,6.1752508361204015,299,1,1,1,0.17189943959060294,6.1752508361204015,299
20,6,5,17,0.009012823674503652,5.416967670011148,299,1,1,1,0.13631725052703145,4.984749163879599,299,1,1,1,0.13631725052703145,4.984749163879599,299
21,9,4,13,0.1721437726505739,5.996365663322185,299,1,1,1,0.01639531639702563,5.719866220735786,299,1,1,1,0.01639531639702563,5.719866220735786,299
22,12,12,26,0.16179237374423328,6.19139353400223,299,1,1,1,0.15364206569029618,5.604258639910814,299,1,1,1,0.15364206569029618,5.604258639910814,299
23,4,21,46,0.15521336365338528,5.897369007803791,299,1,1,1,0.19233017050378187,6.105083612040134,299,1,1,1,0.19233017050378187,6.105083612040134,299
24,4,5,10,0.19350446083072026,5.406243032329989,299,1,1,1,0.14418095486546487,5.560602006688963,299,1,1,1,0.14418095486546487,5.560602006688963,299
25,17,3,27,0.2188165965645329,5.769476031215162,299,1,1,1,0.5365970799883218,5.908115942028986,299,1,1,1,0.5365970799883218,5.908115942028986,299
26,5,11,31,0.3523884249828385,5.823589743589744,299,1,1,1,0.009173633770857047,5.501560758082497,299,1,1,1,0.009173633770857047,5.501560758082497,299
27,8,12,43,0.006273179123515847,6.034202898550725,299,1,1,1,0.011600434214280069,5.298060200668896,299,1,1,1,0.011600434214280069,5.298060200668896,299
28,7,17,59,0.07425705652634519,5.225039018952063,299,1,1,1,0.05869823193002079,5.0373021181716835,299,1,1,1,0.05869823193002079,5.0373021181716835,299
29,30,18,66,0.1126949754011122,5.044526198439242,299,1,1,1,0.10310887845641836,4.878171683389074,299,1,1,1,0.10310887845641836,4.878171683389074,299
30,7,8,12,0.05366575135173719,5.006153846153846,299,1,1,1,0.022901603610821573,4.6288963210702345,299,1,1,1,0.022901603610821573,4.6288963210702345,299
31,6,4,11,0.11013186567986182,4.734113712374582,299,1,1,1,0.18856558819439806,4.478439241917503,299,1,1,1,0.18856558819439806,4.478439241917503,299
32,37,19,60,0.14470071044484203,5.562051282051282,299,1,1,1,0.30161757284401536,5.179732441471572,299,1,1,1,0.30161757284401536,5.179732441471572,299
33,17,10,26,0.013813055726832193,5.0369676700111485,299,1,1,1,0.1364245806078617,4.8074470457079155,299,1,1,1,0.1364245806078617,4.8074470457079155,299
