Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum,Nb_mcn_A,Nb_mcn_B,Nb_mcn_AB,Nb_dd_pval,Nb_aspl,Nb_enum
1,31,50,104,0.07931237843424352,5.925507246376812,299,1,1,1,0.07753731037826019,3.8464214046822742,299,1,1,1,0.07753731037826019,3.8464214046822742,299
2,121,112,246,0.11106037693851847,5.740557413600892,299,1,1,1,0.010334732744767948,3.440758082497213,299,1,1,1,0.010334732744767948,3.440758082497213,299
3,78,73,111,0.10126702582264653,5.758907469342252,299,1,1,1,0.0003776198311845103,2.557881828316611,299,1,1,1,0.0003776198311845103,2.557881828316611,299
4,111,155,278,0.0033777031236157913,5.864347826086957,299,1,1,1,6.743074696036496e-05,5.0832552954292085,299,1,1,1,6.743074696036496e-05,5.0832552954292085,299
5,81,143,242,0.0819655308844683,5.711571906354515,299,1,1,1,0.0020040798340433385,2.891638795986622,299,1,1,1,0.0020040798340433385,2.891638795986622,299
6,44,76,115,0.18033320642003792,5.820624303232999,299,1,1,1,3.904418247036588e-06,2.279308807134894,299,1,1,1,3.904418247036588e-06,2.279308807134894,299
7,71,66,87,0.255255530367982,5.32644370122631,299,1,1,1,1.4392439784181658e-09,2.4636120401337793,299,1,1,1,1.4392439784181658e-09,2.4636120401337793,299
8,203,146,270,0.18555812328336485,5.9851282051282055,299,1,1,1,1.027987284809552e-05,4.257926421404682,299,1,1,1,1.027987284809552e-05,4.257926421404682,299
9,148,43,274,0.0936046252705008,5.918706800445931,299,1,1,1,0.0006803447378726709,2.8293422519509477,299,1,1,1,0.0006803447378726709,2.8293422519509477,299
10,206,22,279,0.17200564381578176,4.721806020066889,299,1,1,1,0.001093027128923896,4.058216276477146,299,1,1,1,0.001093027128923896,4.058216276477146,299
11,75,67,101,0.10544369909780744,6.5361872909699,299,1,1,1,0.00013519051320587158,3.65768115942029,299,1,1,1,0.00013519051320587158,3.65768115942029,299
12,107,182,246,0.13128617853137267,5.352263099219621,299,1,1,1,0.3380629990713986,3.9201114827201784,299,1,1,1,0.3380629990713986,3.9201114827201784,299
