Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,4,6,7,0.07931237843424352,5.925507246376812,299,2,6,7,0.7914460938707226,5.905997770345596,299
2,21,13,46,0.11106037693851847,5.740557413600892,299,2,13,26,0.026345974758667772,6.0261761426978815,299
3,8,7,11,0.10126702582264653,5.758907469342252,299,2,6,8,0.12206475572758177,5.713734671125976,299
4,4,4,20,0.0033777031236157913,5.864347826086957,299,2,4,18,0.002993802183943162,5.878104793756967,299
5,12,30,62,0.0819655308844683,5.711571906354515,299,2,30,62,0.042444994011637247,5.712530657748049,299
6,7,4,10,0.18033320642003792,5.820624303232999,299,2,4,10,0.09254666635238648,5.729186176142698,299
7,15,4,27,0.255255530367982,5.32644370122631,299,2,4,8,0.3850195648914153,5.56149386845039,299
8,10,16,50,0.18555812328336485,5.9851282051282055,299,2,17,44,0.3611372844552452,5.912976588628762,299
9,26,4,48,0.0936046252705008,5.918706800445931,299,2,4,29,0.024357241505807686,5.769476031215162,299
10,29,3,58,0.17200564381578176,4.721806020066889,299,2,3,27,0.06288203287107932,4.8472463768115945,299
11,4,6,15,0.10544369909780744,6.5361872909699,299,2,6,15,0.0776817163219254,6.503344481605351,299
12,4,6,8,0.13128617853137267,5.352263099219621,299,2,6,7,0.12427028400347272,5.372173913043478,299
13,5,9,26,0.12474609793868413,5.624816053511705,299,2,9,26,0.06660636759937588,5.559085841694538,299
14,8,8,30,0.20614284542489636,5.895406911928651,299,2,8,30,0.12323358405020712,5.762408026755853,299
15,10,7,20,0.061874911485203445,5.486711259754738,299,2,4,9,0.12517246381877595,5.3883166109253064,299
16,4,26,41,0.045090885180168044,5.809966555183946,299,2,26,41,0.0577336266219527,5.822987736900781,299
17,10,17,24,0.0025246162261069174,5.714425863991082,299,2,17,24,0.000473470492137161,5.603835005574136,299
18,4,4,9,0.1008560456845764,5.726243032329989,299,2,4,9,0.0923096894444853,5.719799331103679,299
19,10,7,17,0.03693694774549659,6.044325529542921,299,2,7,9,0.06811960354992382,6.366599777034559,299
20,6,5,17,0.009012823674503652,5.416967670011148,299,2,5,17,0.007145703601180144,5.327670011148272,299
21,9,4,13,0.1721437726505739,5.996365663322185,299,2,4,6,0.14648324619755135,5.900914158305462,299
22,12,12,26,0.16179237374423328,6.19139353400223,299,2,12,26,0.23506398904076464,6.061627647714604,299
23,4,21,46,0.15521336365338528,5.897369007803791,299,2,21,46,0.2858477941743619,5.861360089186176,299
24,4,5,10,0.19350446083072026,5.406243032329989,299,2,5,10,0.18524537189775492,5.3936677814938685,299
25,17,3,27,0.2188165965645329,5.769476031215162,299,2,3,8,0.37973533429924067,6.069052396878484,299
26,5,11,31,0.3523884249828385,5.823589743589744,299,2,11,30,0.36594452449876747,5.777658862876254,299
27,8,12,43,0.006273179123515847,6.034202898550725,299,2,14,42,0.01710955802313447,5.95933110367893,299
28,7,17,59,0.07425705652634519,5.225039018952063,299,2,18,54,0.08926291213913093,5.217235228539576,299
29,30,18,66,0.1126949754011122,5.044526198439242,299,2,19,66,0.15424998383415986,4.66396878483835,299
30,7,8,12,0.05366575135173719,5.006153846153846,299,2,8,12,0.07078949372975672,5.049476031215161,299
31,6,4,11,0.11013186567986182,4.734113712374582,299,2,4,7,0.17291621410120372,4.631928651059086,299
32,37,19,60,0.14470071044484203,5.562051282051282,299,2,7,8,0.3034953714710462,5.540691192865106,299
33,17,10,26,0.013813055726832193,5.0369676700111485,299,2,8,11,0.03638763179108329,4.9396655518394645,299
34,5,3,10,0.38899911708237955,5.947558528428094,299,2,3,10,0.218962560929144,5.857703455964326,299
35,2,5,8,0.05687190045479178,6.792954292084727,299,2,5,8,0.05687190045479178,6.792954292084727,299
36,8,6,13,0.07244945476523276,5.29340022296544,299,2,6,9,0.09028226073649157,5.258840579710145,299
37,4,3,6,0.4187321484698301,5.67257525083612,299,2,3,5,0.3653332690721883,5.6925752508361205,299
38,4,13,22,0.029829828809561497,5.695005574136009,299,2,13,22,0.19531745582761206,5.644726867335563,299
39,5,6,15,0.39821765939322196,6.228004459308807,299,2,6,12,0.41708766180999957,6.371505016722408,299
40,23,5,41,0.10923168298892778,5.27901895206243,299,2,3,13,0.09244220344749372,5.326220735785953,299
41,23,5,40,0.0986554635765809,5.48989966555184,299,2,5,19,0.0903908352475541,5.668584169453735,299
