Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,7,6,12,0.07931237843424352,5.925507246376812,299,2,4,7,0.2957488261639035,5.863010033444816,299
2,71,13,114,0.11106037693851847,5.740557413600892,299,2,17,60,0.04678678931515071,6.069654403567447,299
3,15,7,19,0.10126702582264653,5.758907469342252,299,2,5,14,0.41885537006275086,5.691594202898551,299
4,39,4,64,0.0033777031236157913,5.864347826086957,299,2,10,57,0.00028828786826527324,5.794804905239688,299
5,31,30,107,0.0819655308844683,5.711571906354515,299,2,25,62,0.022331754221965136,5.711192865105908,299
6,14,4,18,0.18033320642003792,5.820624303232999,299,2,4,12,0.03916030209835684,5.654849498327759,299
7,39,4,44,0.255255530367982,5.32644370122631,299,2,3,6,0.2551215332986272,5.344147157190635,299
8,21,16,100,0.18555812328336485,5.9851282051282055,299,2,17,76,0.161811572015909,5.6177703455964325,299
9,71,4,93,0.0936046252705008,5.918706800445931,299,2,11,55,0.06705030440163554,5.422920847268673,299
10,63,3,119,0.17200564381578176,4.721806020066889,299,2,14,114,0.022577899223638526,4.784191750278707,299
11,33,6,46,0.10544369909780744,6.5361872909699,299,2,6,20,0.19276739010962207,6.435763656633222,299
12,10,6,13,0.13128617853137267,5.352263099219621,299,2,4,5,0.0786098039954007,5.16546265328874,299
13,20,9,113,0.12474609793868413,5.624816053511705,299,2,14,86,0.179466301340665,5.28345596432553,299
14,24,8,85,0.20614284542489636,5.895406911928651,299,2,10,63,0.09714491867842392,5.587892976588629,299
15,20,7,27,0.061874911485203445,5.486711259754738,299,2,4,9,0.2545312743350133,5.11438127090301,299
16,6,26,59,0.045090885180168044,5.809966555183946,299,2,26,59,0.041302882017612855,5.80329988851728,299
17,80,17,108,0.0025246162261069174,5.714425863991082,299,2,5,8,0.07723398800301008,5.094604236343367,299
18,18,4,23,0.1008560456845764,5.726243032329989,299,2,3,5,0.06152165863943954,5.4510813823857305,299
19,52,7,77,0.03693694774549659,6.044325529542921,299,2,6,12,0.27172429882023597,7.221828316610925,299
20,40,5,46,0.009012823674503652,5.416967670011148,299,2,4,10,0.13656395181750816,4.639710144927537,299
21,16,4,18,0.1721437726505739,5.996365663322185,299,2,3,6,0.04917074979373558,5.549810479375696,299
22,28,12,41,0.16179237374423328,6.19139353400223,299,2,12,36,0.4751702297762155,6.290969899665551,299
23,10,21,91,0.15521336365338528,5.897369007803791,299,2,25,88,0.0452054815554548,5.64876254180602,299
24,11,5,18,0.19350446083072026,5.406243032329989,299,2,5,9,0.1979026640957101,5.383076923076923,299
25,57,3,72,0.2188165965645329,5.769476031215162,299,2,3,8,0.19495855057706712,5.6239910813823855,299
26,32,11,114,0.3523884249828385,5.823589743589744,299,2,19,103,0.1280549505303418,5.037458193979933,299
27,13,12,80,0.006273179123515847,6.034202898550725,299,2,19,76,0.23058927066843016,5.672463768115942,299
28,9,17,103,0.07425705652634519,5.225039018952063,299,2,21,88,0.10447461235111705,5.0146934225195094,299
29,59,18,135,0.1126949754011122,5.044526198439242,299,2,20,109,0.22882527142411546,4.438595317725753,299
30,44,8,54,0.05366575135173719,5.006153846153846,299,2,8,13,0.11950586066990615,4.641984392419175,299
31,14,4,19,0.11013186567986182,4.734113712374582,299,2,3,6,0.1701154294797773,4.482720178372352,299
32,107,19,127,0.14470071044484203,5.562051282051282,299,2,25,109,0.1701140068707696,4.991638795986622,299
33,90,10,144,0.013813055726832193,5.0369676700111485,299,2,4,26,0.1055169751374294,4.428740245261984,299
34,25,3,29,0.38899911708237955,5.947558528428094,299,2,3,4,0.11762474350680749,5.792173913043478,299
35,7,5,17,0.05687190045479178,6.792954292084727,299,2,5,16,0.01682815095938904,6.66066889632107,299
36,14,6,17,0.07244945476523276,5.29340022296544,299,2,4,7,0.11737801871433431,5.137658862876254,299
37,42,3,53,0.4187321484698301,5.67257525083612,299,2,3,5,0.15462021303518955,5.455295429208473,299
38,10,13,29,0.029829828809561497,5.695005574136009,299,2,14,29,0.19556146383196604,5.516744704570791,299
39,26,6,74,0.39821765939322196,6.228004459308807,299,2,9,31,0.2607112061296134,6.4453734671125975,299
40,58,5,71,0.10923168298892778,5.27901895206243,299,2,2,7,0.06026117272082926,5.216521739130434,299
41,80,5,119,0.0986554635765809,5.48989966555184,299,2,5,27,0.07769437238537515,5.147357859531772,299
42,28,5,33,0.21310340189195254,5.670657748049052,299,2,7,15,0.02401220209554937,5.734515050167224,299
43,11,22,63,0.05712049727965628,5.2901226309921965,299,2,23,63,0.15867457142497976,5.194136008918617,299
44,65,5,76,0.13013846935293302,6.263099219620959,299,2,5,12,0.15056204805816997,5.765395763656633,299
45,30,17,126,0.002994100849694382,5.82180602006689,299,2,31,117,0.15320494430026643,4.914314381270903,299
46,52,11,76,0.6399211574387471,6.335250836120402,299,2,11,60,0.7244192962525065,6.138327759197324,299
47,20,8,35,0.06205337496888233,5.327045707915273,299,2,8,19,0.07156041330486841,5.477926421404682,299
48,30,8,74,0.2662721152325376,6.520802675585284,299,2,8,28,0.0346736912090689,6.481895206243032,299
49,7,10,43,0.28682014814364953,5.814648829431438,299,2,10,39,0.043796994576652204,5.739777034559643,299
50,61,5,94,0.08330319940036783,5.1288963210702345,299,2,14,69,0.06641251476781401,5.33721293199554,299
51,33,11,111,0.19175397147076612,5.7154069119286515,299,2,22,98,0.15878680548364077,5.004503901895206,299
52,39,5,70,0.3555795333739128,5.506176142697882,299,2,3,9,0.0044321546921727035,5.823589743589744,299
