Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,31,50,104,0.07931237843424352,5.925507246376812,299,2,59,102,0.004607934611932495,5.852285395763657,299
2,121,112,246,0.11106037693851847,5.740557413600892,299,2,177,238,0.06538103300876857,5.276789297658863,299
3,78,73,111,0.10126702582264653,5.758907469342252,299,2,16,21,0.03535898839444298,4.385395763656633,299
4,111,155,278,0.0033777031236157913,5.864347826086957,299,2,183,252,0.015581267210094977,4.966867335562988,299
5,81,143,242,0.0819655308844683,5.711571906354515,299,2,76,125,0.0547648298295203,5.423366778149387,299
6,44,76,115,0.18033320642003792,5.820624303232999,299,2,84,115,0.000618485723865684,4.605373467112598,299
7,71,66,87,0.255255530367982,5.32644370122631,299,2,65,85,0.020360479364898345,4.929230769230769,299
8,203,146,270,0.18555812328336485,5.9851282051282055,299,2,168,238,0.07685244559064239,5.103433667781494,299
9,148,43,274,0.0936046252705008,5.918706800445931,299,2,157,269,0.04844392191559846,4.463946488294314,299
10,206,22,279,0.17200564381578176,4.721806020066889,299,2,176,279,0.10483051329823408,3.5396209587513936,299
11,75,67,101,0.10544369909780744,6.5361872909699,299,2,64,94,0.031132137817138025,4.968673355629877,299
12,107,182,246,0.13128617853137267,5.352263099219621,299,2,163,216,0.08347820043220486,4.599910813823858,299
13,183,82,266,0.12474609793868413,5.624816053511705,299,2,176,247,0.13627597685205758,3.72809364548495,299
14,176,64,239,0.20614284542489636,5.895406911928651,299,2,34,50,0.03207482737037141,5.3014938684503905,299
15,167,38,267,0.061874911485203445,5.486711259754738,299,2,78,257,0.17635503061444568,5.403366778149387,299
16,27,121,179,0.045090885180168044,5.809966555183946,299,2,131,179,0.011911490685877194,5.303210702341137,299
17,144,146,212,0.0025246162261069174,5.714425863991082,299,2,13,13,0.12670808727215555,3.7768115942028984,299
18,53,77,212,0.1008560456845764,5.726243032329989,299,2,82,142,0.014120537560130613,5.366399108138238,299
19,168,157,253,0.03693694774549659,6.044325529542921,299,2,18,24,0.13087450912543935,5.076477146042364,299
20,198,43,257,0.009012823674503652,5.416967670011148,299,2,82,172,0.005765409234138099,5.337056856187291,299
21,23,78,101,0.1721437726505739,5.996365663322185,299,2,80,101,0.0013450929762922818,5.048115942028986,299
22,58,108,232,0.16179237374423328,6.19139353400223,299,2,167,223,0.17706298312102398,5.500468227424749,299
23,38,91,256,0.15521336365338528,5.897369007803791,299,2,133,256,0.29745328213581557,5.142452619843924,299
24,52,30,67,0.19350446083072026,5.406243032329989,299,2,37,62,0.06743718589910057,5.044280936454849,299
25,145,48,263,0.2188165965645329,5.769476031215162,299,2,109,219,0.15865815557913943,4.942697881828317,299
26,86,82,278,0.3523884249828385,5.823589743589744,299,2,170,278,0.10531575257778239,4.172263099219621,299
27,94,87,197,0.006273179123515847,6.034202898550725,299,2,107,169,0.011176949623303511,5.533913043478261,299
28,21,104,249,0.07425705652634519,5.225039018952063,299,2,134,247,0.02884213087831098,4.4627201783723525,299
29,175,152,260,0.1126949754011122,5.044526198439242,299,2,168,246,0.1361521869170451,4.016633221850613,299
30,166,104,261,0.05366575135173719,5.006153846153846,299,2,179,261,0.1038908022749197,3.747759197324415,299
31,165,161,274,0.11013186567986182,4.734113712374582,299,2,176,259,0.06686463111658059,4.161471571906355,299
