Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,4,17,18,0.07931237843424352,5.925507246376812,299,4,17,18,0.07931237843424352,5.925507246376812,299
2,21,37,104,0.11106037693851847,5.740557413600892,299,4,46,104,0.05902038721439095,6.072329988851728,299
3,8,40,44,0.10126702582264653,5.758907469342252,299,4,40,44,0.10508318122259612,5.788874024526199,299
4,4,26,71,0.0033777031236157913,5.864347826086957,299,4,26,71,0.0033777031236157913,5.864347826086957,299
5,12,74,111,0.0819655308844683,5.711571906354515,299,4,74,111,0.0753517066515616,5.680111482720179,299
6,7,9,16,0.18033320642003792,5.820624303232999,299,4,9,16,0.1458162008433319,5.7792642140468224,299
7,15,6,52,0.255255530367982,5.32644370122631,299,4,13,52,0.33725037983561,5.5199554069119285,299
8,10,60,104,0.18555812328336485,5.9851282051282055,299,4,62,101,0.21044405623439344,5.897814938684504,299
9,26,11,93,0.0936046252705008,5.918706800445931,299,4,13,93,0.040716994940182744,5.8596878483835,299
10,29,8,99,0.17200564381578176,4.721806020066889,299,4,22,99,0.07316031252120127,4.848383500557413,299
11,4,31,48,0.10544369909780744,6.5361872909699,299,4,31,48,0.10544369909780744,6.5361872909699,299
12,4,33,56,0.13128617853137267,5.352263099219621,299,4,33,56,0.13128617853137267,5.352263099219621,299
13,5,35,52,0.12474609793868413,5.624816053511705,299,4,35,52,0.10379426156783703,5.574158305462653,299
14,8,29,66,0.20614284542489636,5.895406911928651,299,4,29,66,0.19278180722893878,5.896477146042363,299
15,10,21,26,0.061874911485203445,5.486711259754738,299,4,21,26,0.11217611526183136,5.37123745819398,299
16,4,71,102,0.045090885180168044,5.809966555183946,299,4,71,102,0.045090885180168044,5.809966555183946,299
17,10,33,37,0.0025246162261069174,5.714425863991082,299,4,33,37,0.0023612611759961564,5.635451505016722,299
18,4,38,60,0.1008560456845764,5.726243032329989,299,4,38,60,0.1008560456845764,5.726243032329989,299
19,10,47,123,0.03693694774549659,6.044325529542921,299,4,40,110,0.07725472534703534,6.369409141583055,299
20,6,14,18,0.009012823674503652,5.416967670011148,299,4,14,18,0.008010333995732135,5.344057971014493,299
21,9,23,45,0.1721437726505739,5.996365663322185,299,4,23,45,0.174260244577487,5.936276477146042,299
22,12,28,37,0.16179237374423328,6.19139353400223,299,4,28,37,0.1825013420461904,6.0603790412486065,299
23,4,36,77,0.15521336365338528,5.897369007803791,299,4,36,77,0.15521336365338528,5.897369007803791,299
24,4,14,20,0.19350446083072026,5.406243032329989,299,4,14,20,0.19350446083072026,5.406243032329989,299
25,17,11,95,0.2188165965645329,5.769476031215162,299,4,11,39,0.30776374366633485,6.03041248606466,299
26,5,35,76,0.3523884249828385,5.823589743589744,299,4,37,76,0.4055044245948256,5.800936454849499,299
27,8,19,61,0.006273179123515847,6.034202898550725,299,4,23,61,0.01132645617554267,5.996387959866221,299
28,7,54,110,0.07425705652634519,5.225039018952063,299,4,54,106,0.07410020452500363,5.251259754738015,299
29,30,77,124,0.1126949754011122,5.044526198439242,299,4,77,124,0.14794952398443034,4.781516164994426,299
30,7,75,91,0.05366575135173719,5.006153846153846,299,4,75,91,0.07460831432071272,5.063745819397993,299
31,6,61,93,0.11013186567986182,4.734113712374582,299,4,64,93,0.10969446451525569,4.636989966555184,299
32,37,45,122,0.14470071044484203,5.562051282051282,299,4,20,35,0.29895285832520024,5.595362318840579,299
33,17,15,33,0.013813055726832193,5.0369676700111485,299,4,12,17,0.02986950522469983,4.953021181716834,299
34,5,11,12,0.38899911708237955,5.947558528428094,299,4,11,12,0.38899911708237955,5.863032329988852,299
35,2,16,21,0.05687190045479178,6.792954292084727,299,2,16,21,0.05687190045479178,6.792954292084727,299
