Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,31,6,35,0.07931237843424352,5.925507246376812,299,4,4,9,0.047189603187685024,6.01041248606466,299
2,121,13,174,0.11106037693851847,5.740557413600892,299,4,17,91,0.15039979460102154,5.430033444816053,299
3,78,7,83,0.10126702582264653,5.758907469342252,299,4,5,14,0.25884279451554304,4.573868450390189,299
4,111,4,126,0.0033777031236157913,5.864347826086957,299,4,4,9,0.047443619119037245,5.1750278706800446,299
5,81,30,182,0.0819655308844683,5.711571906354515,299,4,25,87,0.1003225280312859,5.673288740245262,299
6,44,4,53,0.18033320642003792,5.820624303232999,299,4,4,19,0.05987950152960637,4.942876254180602,299
7,71,4,74,0.255255530367982,5.32644370122631,299,4,3,12,0.2451935893601117,5.196209587513935,299
8,203,16,215,0.18555812328336485,5.9851282051282055,299,4,23,154,0.08123546416879865,5.5026978818283165,299
9,148,4,190,0.0936046252705008,5.918706800445931,299,4,21,167,0.18392172010784624,4.792775919732441,299
10,206,3,239,0.17200564381578176,4.721806020066889,299,4,36,230,0.188059042407986,3.8564771460423635,299
11,75,6,79,0.10544369909780744,6.5361872909699,299,4,4,9,0.11967652201517578,5.264147157190635,299
12,107,6,120,0.13128617853137267,5.352263099219621,299,4,5,10,0.23420030161513394,4.799264214046823,299
13,183,9,211,0.12474609793868413,5.624816053511705,299,4,20,189,0.14975173736371125,4.264548494983278,299
14,176,8,193,0.20614284542489636,5.895406911928651,299,4,2,8,0.08407604431717161,5.743701226309922,299
15,167,7,183,0.061874911485203445,5.486711259754738,299,4,6,35,0.3398396870484439,5.815964325529543,299
16,27,26,113,0.045090885180168044,5.809966555183946,299,4,36,113,0.05310723239882714,5.575741360089186,299
17,144,17,177,0.0025246162261069174,5.714425863991082,299,4,6,11,0.2154649874482718,4.0835228539576365,299
18,53,4,74,0.1008560456845764,5.726243032329989,299,4,4,13,0.07180094421199625,5.66164994425864,299
19,168,7,186,0.03693694774549659,6.044325529542921,299,4,4,11,0.29969737938831076,5.332530657748049,299
20,198,5,217,0.009012823674503652,5.416967670011148,299,4,3,7,0.05979277751189726,5.6632775919732445,299
21,23,4,25,0.1721437726505739,5.996365663322185,299,4,3,6,0.04804658288072591,5.339933110367893,299
22,58,12,64,0.16179237374423328,6.19139353400223,299,4,11,38,0.2747566004498142,5.673623188405797,299
23,38,21,171,0.15521336365338528,5.897369007803791,299,4,26,121,0.10617932209704943,5.397591973244147,299
24,52,5,58,0.19350446083072026,5.406243032329989,299,4,6,16,0.20451253903357758,5.300089186176143,299
25,145,3,195,0.2188165965645329,5.769476031215162,299,4,8,152,0.26937735839640486,5.337235228539576,299
26,86,11,199,0.3523884249828385,5.823589743589744,299,4,25,189,0.08393098421969908,4.608026755852843,299
27,94,12,139,0.006273179123515847,6.034202898550725,299,4,26,113,0.06500855039583119,5.850144927536232,299
28,21,17,172,0.07425705652634519,5.225039018952063,299,4,25,170,0.07339139166675335,4.693132664437012,299
29,175,18,186,0.1126949754011122,5.044526198439242,299,4,4,7,0.2046948419055663,4.341204013377927,299
30,166,8,189,0.05366575135173719,5.006153846153846,299,4,6,20,0.23664357853270834,4.058483835005574,299
31,165,4,181,0.11013186567986182,4.734113712374582,299,4,4,11,0.16217609498963592,4.428896321070234,299
