Case,N_mcn_A,N_mcn_B,N_mcn_AB,N_dd_pval,N_aspl,N_enum,Na_mcn_A,Na_mcn_B,Na_mcn_AB,Na_dd_pval,Na_aspl,Na_enum
1,4,6,7,0.07931237843424352,5.925507246376812,299,4,6,7,0.07931237843424352,5.925507246376812,299
2,21,13,46,0.11106037693851847,5.740557413600892,299,4,13,26,0.05902038721439095,6.072329988851728,299
3,8,7,11,0.10126702582264653,5.758907469342252,299,4,7,8,0.10508318122259612,5.788874024526199,299
4,4,4,20,0.0033777031236157913,5.864347826086957,299,4,4,20,0.0033777031236157913,5.864347826086957,299
5,12,30,62,0.0819655308844683,5.711571906354515,299,4,30,62,0.0753517066515616,5.680111482720179,299
6,7,4,10,0.18033320642003792,5.820624303232999,299,4,4,10,0.1458162008433319,5.7792642140468224,299
7,15,4,27,0.255255530367982,5.32644370122631,299,4,4,10,0.33725037983561,5.5199554069119285,299
8,10,16,50,0.18555812328336485,5.9851282051282055,299,4,17,48,0.21044405623439344,5.897814938684504,299
9,26,4,48,0.0936046252705008,5.918706800445931,299,4,4,29,0.040716994940182744,5.8596878483835,299
10,29,3,58,0.17200564381578176,4.721806020066889,299,4,3,29,0.07316031252120127,4.848383500557413,299
11,4,6,15,0.10544369909780744,6.5361872909699,299,4,6,15,0.10544369909780744,6.5361872909699,299
12,4,6,8,0.13128617853137267,5.352263099219621,299,4,6,8,0.13128617853137267,5.352263099219621,299
13,5,9,26,0.12474609793868413,5.624816053511705,299,4,9,26,0.10379426156783703,5.574158305462653,299
14,8,8,30,0.20614284542489636,5.895406911928651,299,4,8,30,0.19278180722893878,5.896477146042363,299
15,10,7,20,0.061874911485203445,5.486711259754738,299,4,5,10,0.11217611526183136,5.37123745819398,299
16,4,26,41,0.045090885180168044,5.809966555183946,299,4,26,41,0.045090885180168044,5.809966555183946,299
17,10,17,24,0.0025246162261069174,5.714425863991082,299,4,17,24,0.0023612611759961564,5.635451505016722,299
18,4,4,9,0.1008560456845764,5.726243032329989,299,4,4,9,0.1008560456845764,5.726243032329989,299
